S.No,Store Name,Address,Pincode,City,State,Phone,Store Page URL
420,"Pizza Hut - City Mall, Katni","Unit No 1, Ground Floor, City Mall, Barhi Road, Near Main Railway Station, Katni, Madhya Pradesh, India",483501,Katni,Madhya Pradesh,086556 89208,https://restaurants.pizzahut.co.in/pizza-hut-ph-katani-pizzerias-barhi-road-katni-271846/Home
421,"Pizza Hut - Urahat Allahabad Road, Rewa",,486001,Rewa,Madhya Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-urahat-allahabad-road-rewa-in-madhya-pradesh-rewa-urahat-allahabad-road-87592/Home
422,"Pizza Hut - Cosmos Mall, Ujjain","G 26A, 27, 28, Gr Flr, Cosmos Mall, D/9 Dhanvantri Chikitsa Yojna,Nanakheda, Opposite Barista, Ujjain, Madhya Pradesh, India",456010,Ujjain,Madhya Pradesh,089290 76936,https://restaurants.pizzahut.co.in/pizza-hut-nanakheda-pizza-delivery-nanakheda-ujjain-1294/Home
423,"Pizza Hut - Savedi, Ahmednagar","Shop No 03, Plot No 2/2B & 3, Nagar Manmad Road, Savedi, Near Parichay Hotel, Ahmednagar, Maharashtra, India",414003,Ahmednagar,Maharashtra,089760 73576,https://restaurants.pizzahut.co.in/pizza-hut-savedi-ahmednagar-in-maharashtra-ahmednagar-near-parichay-hotel-40016/Home
424,"Pizza Hut - Gorakshan Road, Akola","Chamber No 3A, Gr Flr, Yamuna Arcade, Gorakshan Road, Infront of Kotak Hospital, Akola, Maharashtra, India",444001,Akola,Maharashtra,089760 76967,https://restaurants.pizzahut.co.in/pizza-hut-ph-akola-pizzerias-gorakshan-road-akola-193270/Home
425,"Pizza Hut - GNP Galaxy Ambarnath, Mumbai","Unit No 43A & 42/43, GNP Galaxy, PN F4/1 & F4/2, Kalyan Badlapur Rd, Kansai, Opposite Ordnance Factory Lane, Ambernath, Maharashtra, India",421501,Ambernath,Maharashtra,0251 299 0036,https://restaurants.pizzahut.co.in/pizza-hut-ph-gnp-galaxy-ambernath-pizza-restaurant-kansai-ambernath-110477/Home
426,"Pizza Hut - Tapadia City Centre, Amravati","Food Court, Tapadia City Centre Mall, Survey No 15/2, Gopal Nagar, Saturna, Amravati, Maharashtra, India",444607,Amravati,Maharashtra,089291 03051,https://restaurants.pizzahut.co.in/pizza-hut-ph-tapadia-city-centre-mall-amravati-pizza-restaurant-saturna-amravati-166839/Home
427,"Pizza Hut - Badlapur, Mumbai","Shop No 1 to 8, Pranali Park, Belavli, Badlapur, Near Old Indian Petrol Pump, Badlapur, Maharashtra, India",421503,Badlapur,Maharashtra,089768 84853,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-fcd-pizza-restaurant-badlapur-badlapur-125717/Home
428,"Pizza Hut - Jalochi, Baramati","7 & 8, Baramati Sahakari Audyogik Office, Baramati Bhigwan Road, Jalochi, Near Kanchan Nagar, Baramati, Maharashtra, India",413102,Baramati,Maharashtra,089760 73643,https://restaurants.pizzahut.co.in/pizza-hut-ph-baramati-pizzerias-jalochi-baramati-271848/Home
429,"Pizza Hut - NH4, Bhor",,412205,Bhor,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-nh4-bhor-in-maharashtra-bhor-nh-4-60577/Home
430,"Pizza Hut - Amarpreet Chowk, Aurangabad","Shop No 1, Ground Floor, Oberori Chember CTS No 13168, Dudh Dairy Signal, Amarpreet Chowk, Jalna Road, Chhatrapati Sambhaji Nagar, Maharashtra, India",431001,Chhatrapati Sambhaji Nagar,Maharashtra,089760 73696,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-fcd-aurangabad-pizza-restaurant-dudh-dairy-signal-aurangabad-122314/Home
431,"Pizza Hut - Waluj, Aurangabad","MBJ Tower, Plot No P28, MIDC, Maharana Pratap Chowk, Bajaj Nagar, Waluj, Chhatrapati Sambhaji Nagar, Maharashtra, India",431136,Chhatrapati Sambhaji Nagar,Maharashtra,089760 73697,https://restaurants.pizzahut.co.in/pizza-hut-ph-waluj-pizza-restaurant-waluj-aurangabad-132488/Home
432,"Pizza Hut - Shahnoorwadi, Aurangabad","Gr Flr, Survey No 22, Khatod Landmark, 107 & 108, Beed Bypass Road, opposite Bemde Hospital, Shahnoorwadi, Chhatrapati Sambhajinagar, Maharashtra, India",431009,Chhatrapati Sambhajinagar,Maharashtra,089760 76895,https://restaurants.pizzahut.co.in/pizza-hut-ph-beed-by-pass-pizzerias-shahnoorwadi-aurangabad-252949/Home
433,"Pizza Hut - Mangalwar Peth, Karad","Bearing Shop No 1 to 5,Cosmos Presidency, Mangalwar Peth, Near Karad Bus Stand, Karad, Maharashtra, India",415110,Karad,Maharashtra,089760 77483,https://restaurants.pizzahut.co.in/pizza-hut-mangalwar-peth-karad-in-maharashtra-karad-near-karad-bus-stand-98114/Home
434,"Pizza Hut - Janta Bazaar, Kolhapur","Janta Bazaar, Rajarampuri, Next to Pantaloons, Kolhapur, Maharashtra, India",416001,Kolhapur,Maharashtra,0231 252 7621,https://restaurants.pizzahut.co.in/pizza-hut-rajarampuri-pizza-delivery-rajarampuri-kolhapur-1353/Home
435,"Pizza Hut - Ambejoai Road, Latur","Ground Floor, Kayamkhani Estate, Ambejoai Road, Near Shivaji Chowk, Latur, Maharashtra, India",413531,Latur,Maharashtra,089760 76965,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-fcd-pizza-restaurant-ambejoai-road-latur-125362/Home
436,"Pizza Hut - Andheri East, Mumbai","Shop No 1, Ground Floor, Tandon Mall, Andheri Kurla Rd, Andheri East, Chakala JB Nagar, Mumbai, Maharashtra, India",400093,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-andheri-east-pizza-restaurant-andheri-east-mumbai-1139/Home
437,"Pizza Hut - Atria Mall, Mumbai","No C0, SN 27 to 29 & 34, GF, Atria Mall, Dr Annie Basant Road, Lotus Colony, Worli, Mumbai, Maharashtra, India",400018,Mumbai,Maharashtra,086558 41227,https://restaurants.pizzahut.co.in/pizza-hut-atria-mall-worli-pizzerias-worli-mumbai-294009/Home
438,"Pizza Hut - Azad Nagar Colaba, Mumbai","Ground Floor, Kismet Building, Shahid Bhagat Singh Rd, Azad Nagar, Colaba, Mumbai, Maharashtra, India",400005,Mumbai,Maharashtra,098731 44562,https://restaurants.pizzahut.co.in/pizza-hut-ph-azad-nagar-colaba-pizza-restaurant-colaba-mumbai-135516/Home
439,"Pizza Hut - Bandra East, Mumbai","Auto Care Centre, Bandra Kurla Complex, Bandra East, Near HPCL Petrol Pump, Mumbai, Maharashtra, India",400051,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-bkc-pizza-restaurant-bandra-east-mumbai-308809/Home
440,"Pizza Hut - CST, Mumbai",,400001,Mumbai,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-murzban-road-pizza-restaurant-murzban-road-mumbai-1143/Home
441,"Pizza Hut - Chandivali, Mumbai","Unit No 30 to 34, Sumer Life, Farm Road, Chandivali, Near Khairani Baug, Mumbai, Maharashtra, India",400072,Mumbai,Maharashtra,086558 41184,https://restaurants.pizzahut.co.in/pizza-hut-ph-chandivali-pizza-restaurant-chandivali-mumbai-297818/Home
442,"Pizza Hut - Charni Road Girgaum Chowpatty, Mumbai","No 121 & 119, Mantri Building, Church Jn, Jagannath Shankar Seth Road, Girgaon, Mumbai, Maharashtra, India",400004,Mumbai,Maharashtra,085888 12821,https://restaurants.pizzahut.co.in/pizza-hut-ph-girgaon-chowpatty-mumbai-pizzerias-girgaon-mumbai-180251/Home
443,"Pizza Hut - Chhatrapati Shivaji Domestic Airport, Mumbai","Chhatrapati Shivaji Domestic Airport, Western Suburbs, Vile Parle East, Mumbai, Maharashtra, India",400099,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-vile-parle-east-pizza-restaurant-vile-parle-east-mumbai-1364/Home
444,"Pizza Hut - Chinchpada, Mumbai","Gr & 1st Flr, ORCHID APARTMENT WING-B, Star Plaza, No 16 & 17, Mahatma Gandhi Road, Chinchpada, Borivali East, Mumbai, Maharashtra, India",400066,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-star-plaza-pizzerias-borivali-east-mumbai-286634/Home
445,"Pizza Hut - Dahisar West, Mumbai","Shop No 1 & 2, Sortee Somnath CHSL, New Link Rd, Kandarpada, Dahisar West, Mumbai, Maharashtra, India",400068,Mumbai,Maharashtra,097115 22052,https://restaurants.pizzahut.co.in/pizza-hut-ph-dahisar-west-mumbai-pizzerias-dahisar-west-mumbai-185943/Home
446,"Pizza Hut - Dombivli East, Mumbai",,421201,Mumbai,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-dombivli-east-mumbai-in-maharashtra-mumbai-dombivli-east-20296/Home
447,"Pizza Hut - Galleria Shopping Mall, Mumbai","Galleria Shopping Mall, SN 113 to 116, Hiranandani Gardens, Powai, Mumbai, Maharashtra, India",400076,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-galleria-powai-pizza-restaurant-powai-mumbai-324563/Home
448,"Pizza Hut - Ganapati Mandir Road, Mumbai",,400057,Mumbai,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-ganapati-mandir-road-mumbai-in-maharashtra-mumbai-east-28313/Home
449,"Pizza Hut - Gokuldham Colony Goregaon, Mumbai",,400063,Mumbai,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-ph-gokuldham-colony-goregaon-pizza-restaurant-goregaon-mumbai-178192/Home
450,"Pizza Hut - Highstreet Phoenix Lower Parel, Mumbai","East Zone, 2nd, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra, India",400013,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-mumbai-lower-parel-pizza-restaurant-lower-parel-mumbai-175407/Home
451,"Pizza Hut - Infiniti Mall Malad, Mumbai","Unit No 307, 3rd Floor, Infiniti Mall, Malad West, Mumbai, Maharashtra, India",400064,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-malad-west-pizza-restaurant-malad-west-mumbai-100406/Home
452,"Pizza Hut - Jogeshwari West, Mumbai","Shop No 1, Royal Garden Building, SV Rd, Saraswati Baug, Kevnipada, Jogeshwari West, Mumbai, Maharashtra, India",400102,Mumbai,Maharashtra,097116 18571,https://restaurants.pizzahut.co.in/pizza-hut-ph-sv-road-jogeshwari-west-pizzerias-jogeshwari-west-mumbai-184666/Home
453,"Pizza Hut - K Star Mall Chembur, Mumbai","Unit No 5 & 6, 3rd Floor, K Star Mall, Diamond Garden, Basant Garden, Chembur, Mumbai, Maharashtra, India",400071,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-kstar-mall-chembur-pizza-delivery-chembur-mumbai-110279/Home
454,"Pizza Hut - Kandivali East, Mumbai","SN 17, Thakur Cinema & Welfare Centre, Thakur Village, Kandivali East, Near Thakur College, Mumbai, Maharashtra, India",400101,Mumbai,Maharashtra,086556 15982,https://restaurants.pizzahut.co.in/pizza-hut-kandivali-east-pizza-restaurant-kandivali-east-mumbai-1137/Home
455,"Pizza Hut - Kandivili Profit Centre, Mumbai","SN G3 & F2, Profit Centre, 120 Feet Rd, Borsapada,Mahaveer Nagar,Kandivali West, Mumbai, Maharashtra, India",400067,Mumbai,Maharashtra,089768 84850,https://restaurants.pizzahut.co.in/pizza-hut-kandivali-west-pizza-restaurant-kandivali-west-mumbai-1158/Home
456,"Pizza Hut - Kohinoor Sqaure Dadar, Mumbai","1st Floor, Kohinoor Square, Shivaji Park, NC Kelkar Rd, RG Gadkari Chowk, Dadar West, Opposite Shiv Sena Bhavan, Mumbai, Maharashtra, India",400028,Mumbai,Maharashtra,089290 39180,https://restaurants.pizzahut.co.in/pizza-hut-ph-kohinoor-square-dadar-pizza-restaurant-dadar-west-mumbai-127530/Home
457,"Pizza Hut - Kurla East Point, Mumbai","Shop No 19 to 21, 3rd Floor, East Point, Jagruti Nagar, Police Colony, Kurla East, Mumbai, Maharashtra, India",400024,Mumbai,Maharashtra,098990 63625,https://restaurants.pizzahut.co.in/pizza-hut-ph-east-point-mall-kurla-pizzerias-kurla-east-mumbai-275646/Home
458,"Pizza Hut - Lokhandwala Road Kandivali East, Mumbai","No 58 & 59, Centrium Premises Coop Soc, Lokhandwala, Mumbai, Maharashtra, India",400101,Mumbai,Maharashtra,098993 05449,https://restaurants.pizzahut.co.in/pizza-hut-lokhandwala-road-kandivali-east-pizza-restaurant-lokhandwala-mumbai-301875/Home
459,"Pizza Hut - Mahim West, Mumbai","No 28, God Gift, Lady Jamshedji Road, Mahim West, Near St Michael's High School, Mumbai, Maharashtra, India",400016,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-mahim-mumbai-pizzerias-mahim-west-mumbai-274231/Home
460,"Pizza Hut - Phoenix Market City Kurla, Mumbai","F27/80, 1st Floor, Phoenix Market City, LBS Marg, Kurla West, Mumbai, Maharashtra, India",400070,Mumbai,Maharashtra,089768 84865,https://restaurants.pizzahut.co.in/pizza-hut-kurla-west-pizza-restaurant-kurla-west-mumbai-1178/Home
461,"Pizza Hut - R City Ghatkopar, Mumbai","Shop No T 28/29, 3rd Floor, R City Mall, LBS Marg,Ghatkopar West, Near Kidzania, Mumbai, Maharashtra, India",400086,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ghatkopar-west-pizza-restaurant-ghatkopar-west-mumbai-27206/Home
462,"Pizza Hut - R Mall Mulund, Mumbai","3rd Floor, R Mall, LBS Marg, Kamgar Colony, Mulund West, Mumbai, Maharashtra, India",400080,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-mulund-west-pizza-restaurant-mulund-west-mumbai-1135/Home
463,"Pizza Hut - SV Road Khar, Mumbai","CST F, 193, Swami Vivekananda Road, TPS III, Khar West, Mumbai, Maharashtra, India",400052,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-mumbai-pizza-restaurant-khar-west-mumbai-174829/Home
464,"Pizza Hut - SV Road Malad West, Mumbai","Shop No 7, Unity Heights, Malad, Nadiyawala Col, Rd No 2, Malad West, Mumbai, Maharashtra, India",400064,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-sv-road-malad-west-mumbai-pizza-restaurant-malad-west-mumbai-304305/Home
465,"Pizza Hut - Sion, Mumbai","No 13/A1, New Sindhi Colony, Sion West, Near SIES College, Mumbai, Maharashtra, India",400068,Mumbai,Maharashtra,098994 12449,https://restaurants.pizzahut.co.in/pizza-hut-ph-sion-west-mumbai-pizza-restaurant-sion-west-mumbai-171183/Home
466,"Pizza Hut - T2 Food Court, Mumbai","W5 3028, Level 3, Domestic Food Court, T2,Mumbai Airport, Mumbai, Maharashtra, India",400059,Mumbai,Maharashtra,096533 52690,https://restaurants.pizzahut.co.in/pizza-hut-t2-mumbai-airport-pizza-restaurant-t2-mumbai-airport-mumbai-6142/Home
467,"Pizza Hut - The Hub Mall Goregaon, Mumbai","UN 15,16,12 & 17,Gr Flr, The Hub Mall, Western Express Highway, Goregaon East, Mumbai, Maharashtra, India",400063,Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-goregaon-east-pizza-restaurant-goregaon-east-mumbai-58294/Home
468,"Pizza Hut - Vicino Mall Andheri West, Mumbai","SN 8 & 106, Ground Floor, Vicino Mall, Oshiwara, Andheri West, Mumbai, Maharashtra, India",400102,Mumbai,Maharashtra,089768 84886,https://restaurants.pizzahut.co.in/pizza-hut-vicino-mall-andheri-west-pizza-restaurant-andheri-west-mumbai-174831/Home
469,"Pizza Hut - Vile Parle, Mumbai",,400057,Mumbai,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-vile-parle-mumbai-in-maharashtra-mumbai-vile-parle-21089/Home
470,"Pizza Hut - Hingna Road, Nagpur","Shop No 6A/2, 6B & 7, Ground Floor, Hingna Road, Nagpur, Maharashtra, India",440028,Nagpur,Maharashtra,089760 73671,https://restaurants.pizzahut.co.in/pizza-hut-pizzerias-hingna-road-nagpur-187343/Home
471,"Pizza Hut - Laxmi Nagar, Nagpur","Meghdoor Heights, No 1435, South Ambazari Road, Shraddhanandpeth Sq, Nagpur, Maharashtra, India",440010,Nagpur,Maharashtra,070650 00897,https://restaurants.pizzahut.co.in/pizza-hut-south-ambazari-rd-pizza-delivery-south-ambazari-rd-nagpur-1300/Home
472,"Pizza Hut - Poonam Towers, Nagpur","SN 5 to 7, Gr Flr, Poonam Chambers, Chawani, Nagpur, Maharashtra, India",440001,Nagpur,Maharashtra,089760 73670,https://restaurants.pizzahut.co.in/pizza-hut-ph-poonam-chamber-pizza-restaurant-chawani-nagpur-163313/Home
473,"Pizza Hut - Trilium Mall, Nagpur","No 2, Food Court, 3rd Flr, Trilium Mall, Rambagh Layout,Untkhana,Ayodhya Nagar, Nagpur, Maharashtra, India",440003,Nagpur,Maharashtra,089760 73579,https://restaurants.pizzahut.co.in/pizza-hut-trillium-mall-nagpur-pizza-restaurant-ayodhya-nagar-nagpur-92330/Home
474,"Pizza Hut - Wardhaman Nagar, Nagpur","PN 278, Ground Floor, Central Avenue, Wardhman Nagar, Nagpur, Maharashtra, India",440008,Nagpur,Maharashtra,089760 73632,https://restaurants.pizzahut.co.in/pizza-hut-ph-wardhaman-nagar-nagpur-pizza-restaurant-wardhman-nagar-nagpur-122313/Home
475,"Pizza Hut - Shivaji Nagar, Nanded","111C, GF, Cooperative Industrial Estate, Nanded Waghala, Vishnu Nagar, Nanded, Maharashtra, India",431602,Nanded,Maharashtra,089296 45635,https://restaurants.pizzahut.co.in/pizza-hut-ph-shivaji-nagar-nanded-pizza-restaurant-vishnu-nagar-nanded-121523/Home
476,"Pizza Hut - Ashoka Marg, Nashik","Shop No 3 & 4, Guru Om Building, Ashoka Marg, Nashik, Maharashtra, India",422214,Nashik,Maharashtra,076694 00319,https://restaurants.pizzahut.co.in/pizza-hut-ashoka-marg-nashik-in-maharashtra-nashik-ashoka-marg-51978/Home
477,"Pizza Hut - Deolali Road, Nashik",,422214,Nashik,Maharashtra,,https://restaurants.pizzahut.co.in/pizza-hut-deolali-road-nashik-in-maharashtra-nashik-nashik-road-38860/Home
478,"Pizza Hut - Lawate Nagar, Nashik","3rd Floor, City Centre Mall, Lawate Nagar, Untwadi, Nashik, Maharashtra, India",422002,Nashik,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-ccm-nashik-pizza-restaurant-untwadi-nashik-305156/Home
479,"Pizza Hut - Metro 99, Nashik","Plot No 456, Ground Floor, Metro 99, Off College Road, Thatte Nagar, Nashik, Maharashtra, India",422005,Nashik,Maharashtra,0253 355 4999,https://restaurants.pizzahut.co.in/pizza-hut-thatte-nagar-pizza-restaurant-thatte-nagar-nashik-92328/Home
480,"Pizza Hut - Prashant Nagar, Nashik","Dnyaneshwar Nagar Road, Prashant Nagar, Pathardi Phata, Nashik, Maharashtra, India",422010,Nashik,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-prashant-nagar-nashik-in-maharashtra-nashik-pathardi-phata-22033/Home
481,"Pizza Hut - Airoli, Navi Mumbai","Green World CHS, Wing A1, Airoli Knowledge Park Road, Dighe, Airoli, Navi Mumbai, Maharashtra, India",400708,Navi Mumbai,Maharashtra,078350 47284,https://restaurants.pizzahut.co.in/pizza-hut-airoli-navi-mumbai-in-maharashtra-navi-mumbai-airoli-80250/Home
482,"Pizza Hut - Grand Central Mall Seawoods, Mumbai","1, PN R, 2nd Flr, Seawoods Grand Central, Seawoods Station Rd, Nerul East, Sector 40, Near Railway Station, Navi Mumbai, Maharashtra, India",400706,Navi Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-seawoods-mall-navi-mumbai-pizza-restaurant-nerul-east-sector-40-navi-mumbai-172025/Home
483,"Pizza Hut - Inorbit Mall, Vashi , Mumbai","2nd Floor, Inorbit Mall, Vashi, Sector 30A, Near Vashi Railway Station, Navi Mumbai, Maharashtra, India",400705,Navi Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-vashi-pizza-restaurant-vashi-sector-30a-navi-mumbai-1465/Home
484,"Pizza Hut - Kamothe, Navi Mumbai","Shop No 9 & 10, Tharwani Residency, Kamothe,Sion Panvel Expy,Panvel,Sec 6A, Navi Mumbai, Maharashtra, India",410206,Navi Mumbai,Maharashtra,098997 07752,https://restaurants.pizzahut.co.in/pizza-hut-ph-kamothe-navi-mumbai-pizzerias-panvel-sec-6a-navi-mumbai-125846/Home
485,"Pizza Hut - Kopar Khairane Vashi, Mumbai","Shop No 3 & 4, Kailash Vaibhav Building, Plot No 21, Vashi Road, Kopar Khairane, Navi Mumbai, Maharashtra, India",400709,Navi Mumbai,Maharashtra,098990 79162,https://restaurants.pizzahut.co.in/pizza-hut-ph-koper-khairane-vashi-road-pizzerias-kopar-khairane-navi-mumbai-275648/Home
486,Pizza Hut - Mumbai,"S No 1 to 4, Gr Flr, Priyadarshini CHS, Plot No 99, Airoli, Sector 8A, Navi Mumbai, Maharashtra, India",400708,Navi Mumbai,Maharashtra,086551 89317,https://restaurants.pizzahut.co.in/pizza-hut-mumbai-in-maharashtra-navi-mumbai-sector-8a-66751/Home
487,"Pizza Hut - Nerul, Mumbai","5, Ground Floor, Ahilya Gokul Patil Road,Nerul,Sector 1, Next to KFC, Navi Mumbai, Maharashtra, India",400706,Navi Mumbai,Maharashtra,089290 77632,https://restaurants.pizzahut.co.in/pizza-hut-nerul-sector-1-pizza-delivery-nerul-sector-1-navi-mumbai-1360/Home
488,"Pizza Hut - Ulwe Navi, Mumbai","Shop No 16 to 18, Siddhivinayak Utopia, Plot No 191, Wahal,Ulwe, Sector 20, Navi Mumbai, Maharashtra, India",410206,Navi Mumbai,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ulwe-pizzerias-ulwe-sector-20-navi-mumbai-300960/Home
489,"Pizza Hut - Nalasopara East, Palghar","Shop No 1 to 5, Tulip Garden, Central Park,Nalasopara East, Palghar, Maharashtra, India",401209,Palghar,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-tulip-garden-nalasopara-east-pizzerias-nalasopara-east-palghar-275476/Home
490,"Pizza Hut - Orion Mall Panvel, Mumbai","No K05, 2nd Flr, Food Court, Orion Mall, near ST Stand, Panvel, Panvel, Maharashtra, India",410206,Panvel,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-orion-mall-pizzerias-panvel-navi-mumbai-130471/Home
491,"Pizza Hut - Sai Miracle Sector 35 Kharghar, Mumbai","S No 9 & 10, Ground Floor, Sai Miracle, Plot No 16/17/19, Sector 35E, Kharghar, Panvel, Maharashtra, India",410210,Panvel,Maharashtra,086556 15987,https://restaurants.pizzahut.co.in/pizza-hut-kharghar-pizzerias-kharghar-sector-35e-navi-mumbai-187966/Home
492,"Pizza Hut - 93 Avenue, Pune","Unit No 2 & 3, Ground Floor, Kalubai Chowk, Wanowrie, Fatima Nagar, Pune, Maharashtra, India",411013,Pune,Maharashtra,089760 73954,https://restaurants.pizzahut.co.in/pizza-hut-93-avenue-pizza-restaurant-fatima-nagar-pune-107867/Home
493,"Pizza Hut - Aero Mall, Pune","Shop No K14, 2nd Floor, Survey No 235, Mhada Colony, Viman Nagar, Pune, Maharashtra, India",411006,Pune,Maharashtra,085068 37643,https://restaurants.pizzahut.co.in/pizza-hut-ph-aero-mall-pune-airport-pizzerias-viman-nagar-pune-235141/Home
494,"Pizza Hut - Amanora Mall, Pune","No EB/SF/FC20, 2nd Floor, Amanora Mall, East Block, Kharadi Bypass, Hadapsar, Pune, Maharashtra, India",411028,Pune,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-amanora-mall-in-maharashtra-pune-hadapsar-97277/Home
495,"Pizza Hut - Ambegaon, Pune","S No 1 & 2, Ground Floor, Lotus Park 3, Mumbai Pune Bypass Road,Ambegaon BK, Pune, Maharashtra, India",411046,Pune,Maharashtra,098990 79338,https://restaurants.pizzahut.co.in/pizza-hut-ph-lotus-park-ambegoan-pune-pizzerias-ambegaon-bk-pune-271932/Home
496,"Pizza Hut - Anand Nagar, Pune","Arvind Society, Narveer Tanaji Malusare Road, Anand Nagar, Pune, Maharashtra, India",411051,Pune,Maharashtra,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-anand-nagar-pune-in-maharashtra-pune-anand-nagar-47435/Home
497,"Pizza Hut - Baner Pashan, Pune","Nano Space IT Park, Baner Pashan Link Road, Baner, Pune, Maharashtra, India",411045,Pune,Maharashtra,089760 73889,https://restaurants.pizzahut.co.in/pizza-hut-baner-pashan-pizza-restaurant-baner-pune-133374/Home
498,"Pizza Hut - Baner Sus Road, Pune","Shop No 3, S No 52, Baner Business Bay, Mumbai Banglore Highway, Baner Sus Road, Behind Audi, Pune, Maharashtra, India",411021,Pune,Maharashtra,089760 76886,https://restaurants.pizzahut.co.in/pizza-hut-sus-road-baner-pune-pizzerias-baner-sus-road-pune-285256/Home
499,"Pizza Hut - Baner, Pune","Sy No 115, Hissa No 3/1, Ground Floor, Haveli,TIARA,Baner, Pune, Maharashtra, India",411045,Pune,Maharashtra,089760 73821,https://restaurants.pizzahut.co.in/pizza-hut-baner-pizza-delivery-baner-pune-44204/Home
500,"Pizza Hut - Bavdhan, Pune","Plot No 2, Gr & 1st Flr, Sagar Society, Sr No 12/2, Bavdhan Khurd, Pune, Maharashtra, India",411021,Pune,Maharashtra,086556 16043,https://restaurants.pizzahut.co.in/pizza-hut-ph-bavdhan-pizzerias-bavdhan-khurd-pune-199341/Home
501,"Pizza Hut - Chikhali, Pune","No 7 to 9, PN 1/1, Kundan Jn, Spine Rd,, Gharkul Chowk, PCNTDA, Chikhali, Sector 17, Pune, Maharashtra, India",411062,Pune,Maharashtra,089760 74833,https://restaurants.pizzahut.co.in/pizza-hut-chikhali-pune-pizzerias-chikhali-sector-17-pune-282797/Home
502,"Pizza Hut - Clover Hills Plaza, Pune","G12/13/22/23, Gr Flr, Clover Hills Plaza, NIBM Road, Mohammad wadi, Pune, Maharashtra, India",411048,Pune,Maharashtra,089760 77672,https://restaurants.pizzahut.co.in/pizza-hut-ph-nibm-pizza-restaurant-mohammad-wadi-pune-306683/Home
503,"Pizza Hut - Dapodi, Pune","Shop No 5, Ground Floor, Siddhi Tower, Ganesh Nagar, Dapodi, Pimpri Chinchwad, Pune, Maharashtra, India",411012,Pune,Maharashtra,086109 30273,https://restaurants.pizzahut.co.in/pizza-hut-ph-dapodi-pune-pizzerias-pimpri-chinchwad-pune-235128/Home
504,"Pizza Hut - Dhanori, Pune","Ground Floor, Marrakesh, Dhanori Road, Madhav Nagar, Dhanori, Pune, Maharashtra, India",411015,Pune,Maharashtra,089760 73997,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-dhanori-pizza-restaurant-dhanori-pune-118010/Home
505,"Pizza Hut - Dhayari, Pune","Apple Regency, Main Gate, Sinhgad Road, opposite Nanded, Dhayari, Pune, Maharashtra, India",411068,Pune,Maharashtra,072900 68341,https://restaurants.pizzahut.co.in/pizza-hut-ph-dhayari-pune-pizza-restaurant-dhayari-pune-107787/Home
