S.No,Store Name,Address,Pincode,City,State,Phone,Store Page URL
166,"Pizza Hut - Crown Plaza, Faridabad","Shop No LG2, 27/5, Crown Plaza Mall, NH-19, Azad Colony, Sector 15A, Faridabad, Haryana, India",121007,Faridabad,Haryana,089290 36016,https://restaurants.pizzahut.co.in/pizza-hut-ph-crown-plaza-faridabad-pizzerias-sector-15a-faridabad-185309/Home
167,"Pizza Hut - HBH Colony, Sector 28",,121008,Faridabad,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-hbh-colony-sector-28-in-haryana-faridabad-sector-28-47195/Home
168,"Pizza Hut - Omaxe World Sector 79, Faridabad","SCO 48, Ground & 1st Floor, Omaxe World Street, Sector 79, Faridabad, Haryana, India",121006,Faridabad,Haryana,070650 11668,https://restaurants.pizzahut.co.in/pizza-hut-sector-79-pizza-restaurant-sector-79-faridabad-107791/Home
169,"Pizza Hut - Pacific Mall, Faridabad","SN 6, 4th Flr, Food Court, Pacific Mall, New Industrial Township, Krishna Nagar, Faridabad, Haryana, India",121001,Faridabad,Haryana,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-pacific-mall-faridabad-pizzerias-krishna-nagar-faridabad-294565/Home
170,"Pizza Hut - Piyush Mall, Faridabad","Piyush Mahendra Metropolitian Mall, No 28 & 29,G27,New Industrial Town, Opposite Dushahara Ground, Faridabad, Haryana, India",121001,Faridabad,Haryana,098995 59795,https://restaurants.pizzahut.co.in/pizza-hut-new-industrial-town-pizza-restaurant-new-industrial-town-faridabad-36118/Home
171,"Pizza Hut - Sector 15, Faridabad","SCF No 42, Sector 15, Faridabad, Haryana, India",121007,Faridabad,Haryana,089290 31674,https://restaurants.pizzahut.co.in/pizza-hut-ph-sector-15-faridabad-pizza-restaurant-sector-15-faridabad-305344/Home
172,"Pizza Hut - Sector 85, Faridabad",,121002,Faridabad,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-sector-85-faridabad-in-haryana-faridabad-sector-85-52086/Home
173,"Pizza Hut - Ambience Mall, Gurugram","R1, 3rd Floor, Ambience Mall, Ambience Island, NH 8, Gurugram, Haryana, India",122002,Gurugram,Haryana,0124 466 5377,https://restaurants.pizzahut.co.in/pizza-hut-ambience-island-nh-8-pizza-restaurant-ambience-island-nh-8-gurugram-1408/Home
174,"Pizza Hut - Ansal Plaza Mall, Gurugram","Ground Floor, Ansal Plaza Mall, SN 1 & 2, Palam Vihar, Sector 23A, Gurugram, Haryana, India",122017,Gurugram,Haryana,089760 82591,https://restaurants.pizzahut.co.in/pizza-hut-ansal-plaza-palam-vihar-pizza-restaurant-palam-vihar-sector-23a-gurugram-1098/Home
175,"Pizza Hut - Baani Square, Gurgaon","F 58, 1st Floor, Baani Square, Sector 50, Gurugram, Haryana, India",122002,Gurugram,Haryana,0124 472 9292,https://restaurants.pizzahut.co.in/pizza-hut-sector-50-pizza-delivery-sector-50-gurugram-22563/Home
176,Pizza Hut - Central Plaza Mall,"Shop No 7, Gr Flr, Golf Course Road, Sector 53, Gurugram, Haryana, India",122011,Gurugram,Haryana,089760 82961,https://restaurants.pizzahut.co.in/pizza-hut-sector-53-pizza-restaurant-sector-53-gurugram-2377/Home
177,"Pizza Hut - Cyber Greens, Gurgaon","No A2, Cyber Greens, Cyber City, DLF Phase 3, Near ICICI bank, Gurugram, Haryana, India",122001,Gurugram,Haryana,089760 82886,https://restaurants.pizzahut.co.in/pizza-hut-cyber-greens-pizza-takeaway-dlf-phase-3-gurugram-1094/Home
178,"Pizza Hut - Huda Market, Gurugram","SCO 24, Ground Floor, Old Delhi Road,Sector 14, Gurugram, Haryana, India",122001,Gurugram,Haryana,089290 32490,https://restaurants.pizzahut.co.in/pizza-hut-sector-14-pizza-restaurant-sector-14-gurugram-1248/Home
179,"Pizza Hut - ILD Trade Centre, Gurgaon","Ground Floor, ILD Trade Centre, D1 Block, Badshahpur Sohna Hwy, Malibu Town, Sec 47, Gurugram, Haryana, India",122018,Gurugram,Haryana,098730 68865,https://restaurants.pizzahut.co.in/pizza-hut-ph-ild-trade-center-gurugram-pizzerias-malibu-town-sec-47-gurugram-259079/Home
180,"Pizza Hut - IRIS Broadway Sector 85, Gurgaon","Shop No G145, 146 & G147, Ground Floor, IRIS Broadway, Sector 85, Gurugram, Haryana, India",122004,Gurugram,Haryana,070650 11533,https://restaurants.pizzahut.co.in/pizza-hut-sector-85-pizza-restaurant-sector-85-gurugram-81395/Home
181,"Pizza Hut - M3M Broadway, Gurgaon","Ground Floor, M3M Broadway, Golf Course Ext Road, Sector 71, Gurugram, Haryana, India",122004,Gurugram,Haryana,085888 69430,https://restaurants.pizzahut.co.in/pizza-hut-ph-m3m-broadway-gurugram-pizza-restaurant-sector-71-gurugram-178190/Home
182,"Pizza Hut - M3M Urbana, Gurgaon","M3M Urbana, Golf Course Extention Road,Sector 67, Gurugram, Haryana, India",122002,Gurugram,Haryana,070650 11244,https://restaurants.pizzahut.co.in/pizza-hut-sector-67-pizza-restaurant-sector-67-gurugram-58295/Home
183,"Pizza Hut - MGF Metropoliton Mall, Gurgaon",,122002,Gurugram,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-ph-mgf-mall-gurugram-pizza-restaurant-sector-25-gurugram-305356/Home
184,"Pizza Hut - Manesar, Gurgaon","No D/12, HSIIDC Market, IMT, Manesar, Sector 1, Gurugram, Haryana, India",122051,Gurugram,Haryana,097118 72822,https://restaurants.pizzahut.co.in/pizza-hut-ph-hsiidc-market-manesar-pizzerias-manesar-sector-1-gurugram-197662/Home
185,"Pizza Hut - Medicity, Gurgaon","Medanta Medicity Ratings, No 1/2/14977, Sector 38, Gurugram, Haryana, India",122001,Gurugram,Haryana,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-sector-38-pizza-restaurant-sector-38-gurugram-6139/Home
186,"Pizza Hut - New Town Square, Gurgaon","SN SH/G/039, Gr Flr, Newtown Square, Sector 95A, Gurugram, Haryana, India",122505,Gurugram,Haryana,089290 36148,https://restaurants.pizzahut.co.in/pizza-hut-ph-new-town-square-gurugram-pizzerias-sector-95a-gurugram-185506/Home
187,"Pizza Hut - Ocus Medley Sector 99, Gurgaon","No G99, Ground Floor, Ocus Medley, Dwarka Expressway, Sector 99, Gurugram, Haryana, India",122001,Gurugram,Haryana,085060 05452,https://restaurants.pizzahut.co.in/pizza-hut-ph-ocus-medley-gurugram-pizzerias-sector-99-gurugram-235144/Home
188,"Pizza Hut - Sadar Bazar, Gurgaon","Sco No 34, Huda complex, Sohna Chowk, Sector 11, Gurugram, Haryana, India",122001,Gurugram,Haryana,089291 18240,https://restaurants.pizzahut.co.in/pizza-hut-ph-sadar-bazar-gurgaon-pizza-restaurant-sector-11-gurugram-307977/Home
189,"Pizza Hut - Sector 106, Gurugram",,122017,Gurugram,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-sector-106-gurugram-in-haryana-gurugram-dwarka-expressway-78369/Home
190,"Pizza Hut - Sector 23A, Gurugram","SCO 63, Ground Floor, Huda Market,Palam Vihar,Sector 23A, Opposite HP Petrol Pump, Gurugram, Haryana, India",122015,Gurugram,Haryana,089760 82817,https://restaurants.pizzahut.co.in/pizza-hut-palam-vihar-sector-23a-pizza-delivery-palam-vihar-sector-23a-gurugram-1095/Home
191,"Pizza Hut - Sector 31 Huda Market, Gurgaon","Sco No 06, 1st Floor, Huda Market, Sector 31, Gurugram, Haryana, India",122003,Gurugram,Haryana,089290 31668,https://restaurants.pizzahut.co.in/pizza-hut-sector-31-huda-market-pizza-restaurant-sector-31-gurugram-315627/Home
192,"Pizza Hut - Sector 4, Gurgaon","SCF 37, Dhanwapur Road, Huda Market, Sector 4, Gurugram, Haryana, India",122006,Gurugram,Haryana,098995 53992,https://restaurants.pizzahut.co.in/pizza-hut-sector-4-pizza-restaurant-sector-4-gurugram-1445/Home
193,"Pizza Hut - Sector 57, Gurugram","Shop No 13/14, Hong Kong Bazaar,Sector 57, Gurugram, Haryana, India",122003,Gurugram,Haryana,089760 83031,https://restaurants.pizzahut.co.in/pizza-hut-sector-57-pizza-restaurant-sector-57-gurugram-35793/Home
194,"Pizza Hut - Sector 58, Gurgugram",,122102,Gurugram,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-sector-58-gurgugram-in-haryana-gurugram-sector-58-91827/Home
195,"Pizza Hut - Sector-10, Gurgaon","Plot No 19, SCO 3, Urban Estate, Sector 10 A, Gurugram, Haryana, India",122001,Gurugram,Haryana,0124 400 8716,https://restaurants.pizzahut.co.in/pizza-hut-sector-10-a-pizza-restaurant-sector-10-a-gurugram-1444/Home
196,"Pizza Hut - Supermart 1, Gurgaon","Shop No B139 & B141, Supermart 1, DLF Phase 4,Sushant Lok, Gurugram, Haryana, India",122002,Gurugram,Haryana,070650 00248,https://restaurants.pizzahut.co.in/pizza-hut-sushant-lok-pizza-restaurant-sushant-lok-gurugram-23565/Home
197,"Pizza Hut - Unitech Cyber Park, Gurugram","Grnd Flr, UNITECH CYBER PARK, Sector 39, Gurugram, Haryana, India",122003,Gurugram,Haryana,089290 32734,https://restaurants.pizzahut.co.in/pizza-hut-sector-39-pizza-restaurant-sector-39-gurugram-1443/Home
198,"Pizza Hut - Neelkanth, Karnal","Neelkanth Star, NH 1, Karnal, Haryana, India",132001,Karnal,Haryana,098997 06491,https://restaurants.pizzahut.co.in/pizza-hut-nh-1-pizza-restaurant-nh-1-karnal-98965/Home
199,"Pizza Hut - Elan Mercado, Gurgaon","No 24, 25, 40 & 41, GF, Elan Mercado, Sector 80, Manesar, Haryana, India",122050,Manesar,Haryana,089296 08122,https://restaurants.pizzahut.co.in/pizza-hut-elan-mercado-gurgaon-pizzerias-sector-80-manesar-285253/Home
200,"Pizza Hut - Mansadevi, Panchkula","Shop No 137, MDC Complex, Sector 5, Panchkula, Haryana, India",134108,Panchkula,Haryana,0172 513 9468,https://restaurants.pizzahut.co.in/pizza-hut-sector-5-pizza-restaurant-sector-5-panchkula-1269/Home
201,"Pizza Hut - Fun City Mall, Panipat","Ground Floor, FunCity Mall, Grand Trunk Road,Preet Vihar,Sector 6, Panipat, Haryana, India",132103,Panipat,Haryana,089290 25895,https://restaurants.pizzahut.co.in/pizza-hut-sector-6-pizza-restaurant-sector-6-panipat-1381/Home
202,"Pizza Hut - Fatehpur, Pundri",,136020,Pundri,Haryana,,https://restaurants.pizzahut.co.in/pizza-hut-fatehpur-pundri-in-haryana-pundri-fatehpur-98393/Home
203,"Pizza Hut - Civil Lines, Rohtak","No 190, Delhi Road,Civil Lines, Rohtak, Haryana, India",124001,Rohtak,Haryana,098996 30272,https://restaurants.pizzahut.co.in/pizza-hut-civil-lines-pizza-restaurant-civil-lines-rohtak-1407/Home
204,"Pizza Hut - Hissar Highway, Sirsa","OHM Complex, NH9, Sirsa Fatehabad Road, Kasan Khera, Sirsa, Haryana, India",125055,Sirsa,Haryana,098995 26936,https://restaurants.pizzahut.co.in/pizza-hut-ph-ohm-sirsa-pizza-restaurant-kasan-khera-sirsa-170304/Home
205,"Pizza Hut - MG Mall, Sonipat","Shop No 7 to 9, Ground Floor, MG Malll, Sector 14, Sonipat, Haryana, India",131001,Sonipat,Haryana,098992 48083,https://restaurants.pizzahut.co.in/pizza-hut-sector-14-pizza-restaurant-sector-14-sonipat-55203/Home
206,"Pizza Hut - Tejpur, Faridabad","33, LHS, Delhi - Mumbai Expressway, Tajpur, Haryana, India",121103,Tajpur,Haryana,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-tejpur-faridabad-in-haryana-faridabad-tejpur-57153/Home
207,"Pizza Hut - Brijpuri Colony, Yamuna Nagar","No 27, Professor Colony, Krishna Colony, Model Town, Yamuna Nagar, Haryana, India",135001,Yamuna Nagar,Haryana,098991 86670,https://restaurants.pizzahut.co.in/pizza-hut-ph-brijpuri-colony-yamuna-nagar-pizza-restaurant-model-town-yamuna-nagar-137240/Home
208,"Pizza Hut - Birta, Kangra","47CP+HQC, Shimla-Kangra Road, Bhawan, Birta, Himachal Pradesh, India",176001,"Bhawan, Birta",Himachal Pradesh,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-birta-kangra-in-himachal-pradesh-kangra-birta-35558/Home
209,"Pizza Hut - Maximus Mall, Dharamshala","Maximus mall, Kangra, Kotwali Bazar, Near Mann Filling Station, Dharamshala, Himachal Pradesh, India",176215,Dharamshala,Himachal Pradesh,070650 11778,https://restaurants.pizzahut.co.in/pizza-hut-kotwali-bazar-pizza-restaurant-kotwali-bazar-dharamshala-64001/Home
210,"Pizza Hut - Hotel Maple Retreat, Manali","Food Court, Hotel Maple Retreat, NH 21, Kullu, Rangri, Manali, Himachal Pradesh, India",175131,Manali,Himachal Pradesh,089290 35875,https://restaurants.pizzahut.co.in/pizza-hut-ph-hotel-maple-retreat-kullu-manali-pizzerias-rangri-manali-197657/Home
211,"Pizza Hut - Bhuntar, Nagwain","No 107/124 & 108, 125, No 1667, 1227/796/2, Bhuntar, Nagwain, Himachal Pradesh, India",175121,Nagwain,Himachal Pradesh,089290 31686,https://restaurants.pizzahut.co.in/pizza-hut-bhuntar-nagwain-in-himachal-pradesh-bhuntar-nagwain-aut-35391/Home
212,"Pizza Hut - Mall Road, Shimla","Ground Floor, Food Court, Town Hall, Mall Road, The Mall, Shimla, Himachal Pradesh, India",171001,Shimla,Himachal Pradesh,089290 33828,https://restaurants.pizzahut.co.in/pizza-hut-mall-road-shimla-in-himachal-pradesh-shimla-town-hall-28480/Home
213,"Pizza Hut - Amolak Towers, Solan","Amolak Towers, Saproon, Bypass Solan to Chambaghat,Lawi Khurd, Near Vishkarma Furniture, Solan, Himachal Pradesh, India",173211,Solan,Himachal Pradesh,076693 14690,https://restaurants.pizzahut.co.in/pizza-hut-ph-solan-highway-pizza-restaurant-lawi-khurd-solan-129834/Home
214,"Pizza Hut - Gulmohar Grand, Una","Food Court, The Gulmohar Grand, Una Chandigarh Rd, 8 Miles Stone, Behdala, Una, Himachal Pradesh, India",174306,Una,Himachal Pradesh,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-the-gulmohar-grand-una-pizzerias-behdala-una-184667/Home
215,"Pizza Hut - Dal Lake, Srinagar","1st Floor, Boulevard Road, Oppsite Ghat 11, Srinagar, Jammu And Kashmir, India",190001,Srinagar,Jammu And Kashmir,098993 06237,https://restaurants.pizzahut.co.in/pizza-hut-ph-dal-lake-sri-nagar-pizzerias-boulevard-road-srinagar-294177/Home
216,"Pizza Hut - Main Bemina Road, Srinagar","Ground Floor, Main Bemina Road, Opposite Bemina Degree College, Srinagar, Jammu And Kashmir, India",190018,Srinagar,Jammu And Kashmir,085279 77110,https://restaurants.pizzahut.co.in/pizza-hut-ph-bemina-srinagar-pizza-restaurant-main-bemina-road-srinagar-172140/Home
217,"Pizza Hut - Wave Mall, Jammu","2nd Floor, Wave Mall, Katra B, Opposite Bathindi Road, Jammu, Jammu And Kashmir, India",180015,Jammu,Jammu and Kashmir,089290 25335,https://restaurants.pizzahut.co.in/pizza-hut-katra-b-pizza-restaurant-katra-b-jammu-1372/Home
218,"Pizza Hut - City Walk Mall, Srinagar","SN 302, 3rd Flr, City Walk Shopping Mall, Mouza Kothi Bagh, MA Road, Opposite Catholic Church, Srinagar, Jammu And Kashmir, India",190001,Srinagar,Jammu and Kashmir,089295 93712,https://restaurants.pizzahut.co.in/pizza-hut-ma-road-pizza-restaurant-ma-road-srinagar-98967/Home
219,"Pizza Hut - Bokaro Mall, Jharkhand","Bokaro Mall, IG Marg,Sector 3C, Opposite Sai Hospital, Bokaro, Jharkhand, India",827003,Bokaro,Jharkhand,070650 00732,https://restaurants.pizzahut.co.in/pizza-hut-sector-3c-pizza-restaurant-sector-3c-bokaro-1303/Home
220,"Pizza Hut - Govindpur Road, Dhanbad","Shop No 13, Ground Floor, Govindpur Road, Saraidhela, Near I Ball Restaurant, Dhanbad, Jharkhand, India",828127,Dhanbad,Jharkhand,089290 39124,https://restaurants.pizzahut.co.in/pizza-hut-govindpur-road-dhanbad-in-jharkhand-dhanbad-near-i-ball-restaurant-90593/Home
221,"Pizza Hut - Mango, Jamshedpur","Shop No 2, 16 & 17, Asfia Jamal Gold, Azad Ngr Rd No 1, Mango, East Singhbhum, Jharkhand, India",832110,East Singhbhum,Jharkhand,089292 69956,https://restaurants.pizzahut.co.in/pizza-hut-ph-mango-jamshedpur-pizza-restaurant-mango-east-singhbhum-305345/Home
222,"Pizza Hut - P&M Hitech City Centre, Jamshedpur","Unit Number, RT 11, Mall, P&M Hi Tech, Centre, Bistupur, Jamshedpur, Jharkhand, India",831001,Jamshedpur,Jharkhand,0657 232 1106,https://restaurants.pizzahut.co.in/pizza-hut-bistupur-pizza-restaurant-bistupur-jamshedpur-23479/Home
223,"Pizza Hut - Sakchi, Jamshedpur","H No 300, Line No 10, New Kalimati Road, Kasidih, Jamshedpur, Jharkhand, India",831001,Jamshedpur,Jharkhand,098731 44713,https://restaurants.pizzahut.co.in/pizza-hut-ph-sakchi-jamshedpur-pizza-restaurant-kasidih-jamshedpur-130403/Home
224,"Pizza Hut - Bariatu, Ranchi","No 61, Booty Road, Bariatu, Ranchi, Jharkhand, India",834009,Ranchi,Jharkhand,098990 71058,https://restaurants.pizzahut.co.in/pizza-hut-ph-bariatu-ranchi-pizzerias-bariatu-ranchi-275547/Home
225,"Pizza Hut - Hazaribagh Road, Ranchi","Shop No 12, Ground Floor, Hormah Tower, Old HB Rd, Siromtoli Chowk, Hazaribagh Rd, Ranchi, Jharkhand, India",834001,Ranchi,Jharkhand,089290 37551,https://restaurants.pizzahut.co.in/pizza-hut-ph-hazaribagh-road-ranchi-pizza-restaurant-hazaribagh-rd-ranchi-121590/Home
226,"Pizza Hut - Mall Of Ranchi, Ranchi","Unit No 1, 4th Floor, Mall of Ranchi, Kumhartoli, Ranchi, Jharkhand, India",834001,Ranchi,Jharkhand,097110 77036,https://restaurants.pizzahut.co.in/pizza-hut-mall-of-ranchi-pizzerias-kumhartoli-ranchi-285257/Home
227,"Pizza Hut - Nucleus Mall Circular Road, Ranchi","Shop No 1, Food Court, Circular Road, Lalpur, Ranchi, Jharkhand, India",834001,Ranchi,Jharkhand,083769 05235,https://restaurants.pizzahut.co.in/pizza-hut-lalpur-pizza-restaurant-lalpur-ranchi-22508/Home
228,"Pizza Hut - Old HB Road, Spring City, Ranchi","Shop No 101, Gr Flr, Spring City Mall, Hinoo, Beside Eylex Cinema, Ranchi, Jharkhand, India",834002,Ranchi,Jharkhand,082350 99919,https://restaurants.pizzahut.co.in/pizza-hut-hinoo-pizza-restaurant-hinoo-ranchi-1272/Home
229,"Pizza Hut - JNMC Campus, Belgaum","Unit No 1, Gr Flr, Convention Center, JNMC Campus,Nehru Nagar, Belagavi, Karnataka, India",590001,Belagavi,Karnataka,070650 12128,https://restaurants.pizzahut.co.in/pizza-hut-ph-jnmc-campus-belgaum-pizza-delivery-nehru-nagar-belagavi-107077/Home
230,"Pizza Hut - Tilakwadi, Belgaum","No 198/16/17, RPD College Road, Tilakwadi, Opposite Lakshmi Tower, Belgaum, Karnataka, India",590006,Belgaum,Karnataka,089768 84943,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-belgaum-pizza-restaurant-tilakwadi-belgaum-129847/Home
231,"Pizza Hut - Parvathi Nagar, Bellary","No 12/12A/85, CTS WN 16 & 18, Blk No 03, Parvathi Ngr Main Rd,KBH Colony,Devi Ngr, Bellary, Karnataka, India",583101,Bellary,Karnataka,095820 90194,https://restaurants.pizzahut.co.in/pizza-hut-devi-ngr-pizza-restaurant-devi-ngr-bellary-107788/Home
232,"Pizza Hut - AECS Layout, Bangalore",,560037,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-aecs-layout-bangalore-in-karnataka-bangalore-aecs-layout-94776/Home
233,"Pizza Hut - Adugodi, Bengaluru","No 13/1, Chiklakshmaiah Layout, Marigowda Road, Adugodi, Bengaluru, Karnataka, India",560029,Bengaluru,Karnataka,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-adugodi-bengaluru-in-karnataka-bengaluru-adugodi-13127/Home
234,"Pizza Hut - Airport Road, Bangalore","Surya Chambers, HAL Old Airport Road, Bengaluru, Karnataka, India",560017,Bengaluru,Karnataka,089768 84913,https://restaurants.pizzahut.co.in/pizza-hut-airport-road-pizza-restaurant-airport-road-bengaluru-1134/Home
235,"Pizza Hut - Arakere Gate, Bangalore","CMC Khata No 1377, Sy No 148/1 & 148/2, Bannerghatta Main Rd, Sundaram Shetty Ngr, Arakere Gate, Bengaluru, Karnataka, India",560076,Bengaluru,Karnataka,098992 09192,https://restaurants.pizzahut.co.in/pizza-hut-sundaram-shetty-ngr-pizza-restaurant-sundaram-shetty-ngr-bengaluru-104908/Home
236,"Pizza Hut - Ascendas Park Square Mall, Bangalore","LG/02, L Bsmt, Ascendas Park Sq Mall, Main Road,Whitefield, Bengaluru, Karnataka, India",560066,Bengaluru,Karnataka,080 6122 4796,https://restaurants.pizzahut.co.in/pizza-hut-whitefield-pizza-restaurant-whitefield-bengaluru-1182/Home
237,"Pizza Hut - Ashwath Nagar, Bengaluru","No 352, Samrudhi Nilaya, Ashwath Nagar, Thanisandra Main Road, Near Anjaneya Temple, Bengaluru, Karnataka, India",560077,Bengaluru,Karnataka,086554 72410,https://restaurants.pizzahut.co.in/pizza-hut-ashwath-thanisandra-pizza-restaurant-thanisandra-main-road-bengaluru-300163/Home
238,"Pizza Hut - Ayyappa Nagar, Bengaluru","Site No 2, GF, Siva Serinity Building, Kodigehalli Main Rd, Ayyappa Ngr, KR Puram, Next to Reliance Smart, Next to Reliance Smart, Bengaluru, Karnataka, India",560036,Bengaluru,Karnataka,086556 89193,https://restaurants.pizzahut.co.in/pizza-hut-devasandra-ph-pizzerias-kr-puram-bengaluru-281041/Home
239,"Pizza Hut - BTM Layout, Bangalore",,560076,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-btm-layout-bangalore-in-karnataka-bangalore-btm-layout-63916/Home
240,"Pizza Hut - BTM Layout, Bengaluru","Plot No 38, Madivala Dollars Scheme, BTM Layout, 1st Stage, 1stPhz, Marathalli, Bengaluru, Karnataka, India",560076,Bengaluru,Karnataka,076691 68442,https://restaurants.pizzahut.co.in/pizza-hut-marathalli-pizza-restaurant-marathalli-bengaluru-44209/Home
241,"Pizza Hut - Bagulur, Bangalore","Ground Floor, 2nd Cross, Bagalur, Kattigenahalli, Vinayak Nagar, Bengaluru, Karnataka, India",560064,Bengaluru,Karnataka,086556 16072,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-bagalur-pizza-restaurant-vinayak-nagar-bengaluru-108913/Home
242,"Pizza Hut - Banashankari 5th Block, Bengaluru","No 10, Sumukha Tower, GF, 100 Ft Ring Rd, 3rd Phz, 3rd Stage, 5th Blk, Banashankari, Bengaluru, Karnataka, India",560085,Bengaluru,Karnataka,089768 84918,https://restaurants.pizzahut.co.in/pizza-hut-ph-banashankari-pizzerias-banashankari-bengaluru-289859/Home
243,"Pizza Hut - Banashankari 5th Stage, Bangalore","No 410, Uttarahalli, Kengari Main Road, 5th stage, Banashankari, Opposite Manthri Alpine, Bengaluru, Karnataka, India",560061,Bengaluru,Karnataka,092896 11331,https://restaurants.pizzahut.co.in/pizza-hut-ph-banashankari-5th-stage-bangalore-pizza-restaurant-banashankari-bengaluru-129855/Home
244,"Pizza Hut - Banashankari 6th Stage, Bangalore","No 3 & 4, Survey No 7, Kanakapura Road, BSK 6 Stage, 4th B Block, Ganigarapalya, Bengaluru, Karnataka, India",560062,Bengaluru,Karnataka,086556 16076,https://restaurants.pizzahut.co.in/pizza-hut-ph-bsk-6-pizza-restaurant-ganigarapalya-bengaluru-170305/Home
245,"Pizza Hut - Banashankari, Bangalore","2469/2470, 21st Main Road, 24th Cross Road, Marenahalli, Banashankari Stage II, J. P. Nagar, Bengaluru, Karnataka, India",560070,Bengaluru,Karnataka,086556 16052,https://restaurants.pizzahut.co.in/pizza-hut-banashankari-2nd-stage-pizza-restaurant-banashankari-2nd-stage-bengaluru-1152/Home
246,"Pizza Hut - Bannerghatta, Bangalore","931, Bhavani Sadana, VijayaBank Colony, 4th Stage,Vijaya Bank Colony ,BTM,Sec 1, Bengaluru, Karnataka, India",560076,Bengaluru,Karnataka,098991 90173,https://restaurants.pizzahut.co.in/pizza-hut-btm-sec-1-pizza-restaurant-btm-sec-1-bengaluru-23937/Home
247,"Pizza Hut - Basaveshwar Nagar, Bangalore","No 87, Bhima Jyothi LIC Colony, Chord Road,Basveshwar Nagar, Bengaluru, Karnataka, India",560079,Bengaluru,Karnataka,086556 16051,https://restaurants.pizzahut.co.in/pizza-hut-basveshwar-nagar-pizza-restaurant-basveshwar-nagar-bengaluru-1153/Home
248,"Pizza Hut - Begur Hobli, Bengaluru","No 35, Khata No 105, Doddathogur Road, Begur Hobli, Bengaluru, Karnataka, India",560100,Bengaluru,Karnataka,086556 89188,https://restaurants.pizzahut.co.in/pizza-hut-neeladri-road-ph-pizzerias-begur-hobli-bengaluru-269517/Home
249,"Pizza Hut - Begur, Bengaluru","Khata No 10, Begur Koppa Road, Suraksha Nagar, Yelenahalli, Begur, Bengaluru, Karnataka, India",560068,Bengaluru,Karnataka,086554 72411,https://restaurants.pizzahut.co.in/pizza-hut-ph-begur-koppa-road-pizza-restaurant-begur-bengaluru-306973/Home
250,"Pizza Hut - Bellandur, Bengaluru","No 8A, The Bay Building, RMZ Eco World, Doddakannelli Road,Bellandur, Bengaluru, Karnataka, India",560103,Bengaluru,Karnataka,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-bellandur-pizza-restaurant-bellandur-bengaluru-44217/Home
251,"Pizza Hut - Bhartiya City Centre, Bangalore","1st Floor, Bhartiya City, UN 07F, Mall, near Chokkanahali, Jayadev Vihar, Bengaluru, Karnataka, India",560064,Bengaluru,Karnataka,076691 68450,https://restaurants.pizzahut.co.in/pizza-hut-ph-bhartiya-city-centre-mall-bangalore-pizza-restaurant-jayadev-vihar-bengaluru-125364/Home
252,"Pizza Hut - Bomanahalli, Bangalore","New Khata No 2004/606/601/284/6/56/13, Ward No 190,Garvebhavipalya,Begur, Bengaluru, Karnataka, India",560068,Bengaluru,Karnataka,070650 11800,https://restaurants.pizzahut.co.in/pizza-hut-begur-pizza-restaurant-begur-bengaluru-81401/Home
253,"Pizza Hut - Bomasandra, Bangalore",,560099,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-electronic-city-pizza-restaurant-electronic-city-bengaluru-1207/Home
254,"Pizza Hut - C V Raman Nagar, Bangalore","Versova Layout, Kaggadasapura Main Road, C V Raman Nagar, Bengaluru, Karnataka, India",560093,Bengaluru,Karnataka,089290 33140,https://restaurants.pizzahut.co.in/pizza-hut-cv-raman-nagar-pizza-restaurant-cv-raman-nagar-bengaluru-1219/Home
255,"Pizza Hut - CMH Road, Bangalore","No 1/1A, CMH Road, Indiranagar, Bengaluru, Karnataka, India",560038,Bengaluru,Karnataka,089760 83455,https://restaurants.pizzahut.co.in/pizza-hut-indiranagar-pizza-restaurant-indiranagar-bengaluru-1140/Home
256,"Pizza Hut - Cental 3 Mall, Bangalore","SN 5/78/7, Bellandur Vill, Sarjapura Road, Varthur Hobli, Bengaluru, Karnataka, India",560103,Bengaluru,Karnataka,089768 84926,https://restaurants.pizzahut.co.in/pizza-hut-varthur-hobli-pizza-restaurant-varthur-hobli-bengaluru-1172/Home
