S.No,Store Name,Address,Pincode,Google Pincode,Pincode Match,City,State,Phone,Store Page URL,Place ID,Lat,Long,Google Name,Google Address,Google Lat,Google Long,Business Status,Lookup
263,Pizza Hut - Embassy Tech Village,,560103,560103,Yes,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-embassy-tech-village-in-karnataka-bengaluru-devarabisanahalli-11275/Home,ChIJWbc98iQTrjsRCtCuZK_c2kE,12.927404,77.692129,Pizza Hut | Embassy Tech Village,"Unit no. 6, Parcel 5, Embassy Tech, Ground Flr, BLOCK-D, Hobli, Varthur, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103, India",12.927404,77.692129,OPERATIONAL,place_id
264,"Pizza Hut - GT Mall, Bangalore","GT World Mall, Magadi Main Road, Cholourpalya, Bengaluru, Karnataka, India",560023,560023,Yes,Bengaluru,Karnataka,097116 34462,https://restaurants.pizzahut.co.in/pizza-hut-ph-gt-world-mall-bangalore-pizza-restaurant-cholourpalya-bengaluru-197658/Home,ChIJFYNP6Eo9rjsRIb5Zz2FaJDY,12.9739728,77.5514418,"Pizza Hut | GT Mall, Bangalore","GT World Mall, Magadi Main Rd, Cholur Palya, Vijayanagar, Bengaluru, Karnataka 560023, India",12.9739728,77.55144179999999,OPERATIONAL,place_id
265,"Pizza Hut - Gandhi Bazzar Basavangudi, Bangalore","79/1, GF, Aishwarya Sampurna, BBMP South, Vani Vilas Rd, Gandhi Bazzar, Basavanagudi, Bengaluru, Karnataka, India",560004,560004,Yes,Bengaluru,Karnataka,098994 97294,https://restaurants.pizzahut.co.in/pizza-hut-basavanagudi-pizza-restaurant-basavanagudi-bengaluru-1208/Home,ChIJ-wAwhvMVrjsRUQ2DjicUhB0,12.9481186,77.5688196,"Pizza Hut | Gandhi Bazzar Basavangudi, Bangalore","GF, Aishwarya, Sampurna Apartment, BBMP South, 79/1, Vanivilas Rd, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004, India",12.9481186,77.5688196,OPERATIONAL,place_id
266,"Pizza Hut - Giddenahalli, Bangalore","Survey No 746 Thirumagondanahali, Service Rd, next to Adyar, Anand Bhawan, Giddenahali, Bengaluru, Karnataka, India",562107,562107,Yes,Bengaluru,Karnataka,089290 97042,https://restaurants.pizzahut.co.in/pizza-hut-ph-attebelle-giddenahalli-pizzerias-giddenahali-bengaluru-180268/Home,ChIJJcUOX2dxrjsR5J981ASFlP8,12.781457,77.7642087,"Pizza Hut | Giddenahalli, Bangalore","Survey No 746 Thirumagondanahali, Service Rd, next to Adyar, Anand Bhawan, Giddenahali, Bengaluru, Attibele, Karnataka 562107, India",12.781457,77.7642087,OPERATIONAL,place_id
267,"Pizza Hut - Global Mall Salarpuria, Banaglore","Shopping Mall, Sattva Divinity Residential, Pantarapalya, Nayanda Halli, Bengaluru, Karnataka, India",560026,560026,Yes,Bengaluru,Karnataka,076691 59181,https://restaurants.pizzahut.co.in/pizza-hut-ph-global-malls-nayandra-hall-pizzerias-nayanda-halli-bengaluru-235136/Home,ChIJhahR-Og_rjsRwDYV-C9xQa4,12.9404581,77.5247651,"Pizza Hut | Global Mall Salarpuria, Bangalore","Shopping Mall, Sattva Divinity Residential, Pantarapalya, Nayanda Halli, Bengaluru, Karnataka 560026, India",12.9404581,77.5247651,OPERATIONAL,place_id
268,"Pizza Hut - Gottigere, Bangalore","No 2, VP Katha No 301, Uttarahalli Hobli, Gottigere, Bengaluru, Karnataka, India",560083,560083,Yes,Bengaluru,Karnataka,086556 16077,https://restaurants.pizzahut.co.in/pizza-hut-ph-gottigere-pizzerias-gottigere-bengaluru-182923/Home,ChIJ2y9Kbo1rrjsRMIRNxfFyvhE,12.8547918,77.5884902,"Pizza Hut | Gottigere, Bangalore","No 2, VP Katha No 301, Shivanna Layout, Uttarahalli Hobli, Gottigere, Bengaluru, Karnataka 560083, India",12.8547918,77.5884902,OPERATIONAL,place_id
269,"Pizza Hut - HMT Layout, Bengaluru",,560054,560054,Yes,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-hmt-layout-bengaluru-in-karnataka-bengaluru-mathikere-54927/Home,ChIJi_n26z89rjsRRi8NwVdOJVs,13.033384,77.558223,"Pizza Hut | HMT Layout, Bengaluru","No 438/C, HMT Main Rd, Gokul 1st stage, HMT Layout, Mathikere, Bengaluru, Karnataka 560054, India",13.033384,77.558223,OPERATIONAL,place_id
270,"Pizza Hut - HSR Layout, Bangalore","No 3, Ground Floor, HSR Layout, Sector 4, Opposite BDA Complex, Bengaluru, Karnataka, India",560102,560102,Yes,Bengaluru,Karnataka,086556 16071,https://restaurants.pizzahut.co.in/pizza-hut-hsr-layout-pizza-restaurant-hsr-layout-sector-4-bengaluru-1450/Home,ChIJO1aNBXEVrjsRgFBnYs0SPmw,12.9146692,77.6383102,"Pizza Hut | HSR Layout, Bangalore","No 3, Ground Floor, opposite BDA Complex, Sector 4, HSR Layout, Bengaluru, Karnataka 560102, India",12.9146692,77.63831019999999,OPERATIONAL,place_id
271,"Pizza Hut - Hesarghatta Main Rd, Bangalore","No 751, Geleyara Balaga Layout, Hesarghatta Main Road, Jalahalli West, Bengaluru, Karnataka, India",560090,560090,Yes,Bengaluru,Karnataka,084472 03213,https://restaurants.pizzahut.co.in/pizza-hut-ph-hesarghatta-main-rd-jalahalli-west-pizza-restaurant-jalahalli-west-bengaluru-127528/Home,ChIJXePNF8AjrjsR8XmjxGzZcOY,13.0697211,77.5040405,"Pizza Hut | Hesarghatta Main Rd, Bangalore","No 751, Hesarghatta Rd, Geleyara Balaga Layout, Jalahalli West, Bengaluru, Karnataka 560090, India",13.0697211,77.5040405,OPERATIONAL,place_id
272,"Pizza Hut - Hoodi Metro Station, Bengaluru","No 408/1, Unit No 1, New No 437, Hoodi Graphite Road, Opposite Hoodi Metro Station, Bengaluru, Karnataka, India",560048,560048,Yes,Bengaluru,Karnataka,086556 89192,https://restaurants.pizzahut.co.in/pizza-hut-hoodi-ph-pizzerias-hoodi-graphite-road-bengaluru-275546/Home,ChIJe74w8XURrjsRxOa5UyGidh4,12.9893681,77.7119163,"Pizza Hut | Hoodi Metro Station, Bengaluru","Unit No 1, New No 437, Metro Station, 408/1, Graphite India Main Rd, opposite Hoodi, Hoodi, KEB Colony, Industrial Area, Mahadevapura, Bengaluru, Karnataka 560048, India",12.9893681,77.7119163,OPERATIONAL,place_id
273,"Pizza Hut - Horamavu, Bangalore","No 19, Ground Floor, Sheshadri Plaza, 3rd Main Road, Horamavu, Bengaluru, Karnataka, India",560043,560113,No,Bengaluru,Karnataka,098995 52532,https://restaurants.pizzahut.co.in/pizza-hut-horamavu-bangalore-pizzerias-horamavu-bengaluru-285254/Home,ChIJT0Ey7bcRrjsRkphES4oDO-o,13.0208199,77.6570216,"Pizza Hut | Horamavu, Bangalore","No 19, Ground Floor, Sheshadri Plaza, 3rd Main Rd, Kallumantapa, Horamavu, Bengaluru, Karnataka 560113, India",13.0208199,77.6570216,OPERATIONAL,place_id
274,"Pizza Hut - Hosa Road, Bangalore","Main Road, Kasavanahalli, Bengaluru, Karnataka, India",560035,560035,Yes,Bengaluru,Karnataka,085888 32485,https://restaurants.pizzahut.co.in/pizza-hut-ph-kasavanahalli-hosa-road-pizzerias-kasavanahalli-bengaluru-250619/Home,ChIJeXs6IjoTrjsRd4pLacqr_8Y,12.9010408,77.6756895,"Pizza Hut | Hosa Road, Bangalore","Main Road, Kasavanahalli, Bengaluru, Karnataka 560035, India",12.9010408,77.67568949999999,OPERATIONAL,place_id
275,"Pizza Hut - Hoskote, Bangalore","VM Icon Om Road, National Highway 75, opposite Reliance Petrol Pump, Hoskote, Bengaluru, Karnataka, India",562114,562114,Yes,Bengaluru,Karnataka,089768 84945,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-hoskote-pizza-restaurant-hoskote-bengaluru-132489/Home,ChIJH2i6wKEFrjsRQgBQ2R0L9vM,13.0743572,77.7913902,"Pizza Hut | Hoskote, Bangalore","VM Icon Om Road, 75, National Highway, opposite Reliance Petrol Pump, Hoskote, Bengaluru, Karnataka 562114, India",13.0743572,77.7913902,OPERATIONAL,place_id
276,"Pizza Hut - JP Nagar 4th Phase, Bangalore","Site No 2, Ground Floor, 4th Phase, 100 Feet Road, JP Nagar, Bengaluru, Karnataka, India",560078,560078,Yes,Bengaluru,Karnataka,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-jp-nagar-bangalore-new-pizza-restaurant-jp-nagar-bengaluru-313295/Home,ChIJ3_vuB1MVrjsRDmkTRBvyuNk,12.9061732,77.5952717,"Pizza Hut | JP Nagar 4th Phase, Bangalore","Site No 2, Ground Floor, A One, 100 Feet Ring Rd, JP Nagar 4th Phase, Dollar Layout, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.9061732,77.5952717,CLOSED_PERMANENTLY,place_id
277,"Pizza Hut - JP Nagar, Bangalore","UN 76, RBI East Layout, 7th Phase, Puttenahalli Road, JP Nagar, Bengaluru, Karnataka, India",560078,560078,Yes,Bengaluru,Karnataka,089768 84914,https://restaurants.pizzahut.co.in/pizza-hut-jp-nagar-pizza-restaurant-jp-nagar-bengaluru-21761/Home,ChIJyULY1kYVrjsRwjdbAtEd8pw,12.8925585,77.5817045,"Pizza Hut | JP Nagar, Bangalore","UN 76, RBI East Layout, Puttenahalli Rd, Ramaiah Garden, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.8925585,77.5817045,OPERATIONAL,place_id
278,"Pizza Hut - K R Puram, Bengaluru","No 19/3, Plot No 6, K R Puram, Banaswadi Dhakle,Hobli,Rammurthy Nagar, Opposite BPCL Petrol Pump, Bengaluru, Karnataka, India",560016,560043,No,Bengaluru,Karnataka,076691 59187,https://restaurants.pizzahut.co.in/pizza-hut-rammurthy-nagar-pizza-restaurant-rammurthy-nagar-bengaluru-1216/Home,ChIJnWf9JIwUrjsRKtsrMzHR_XM,13.0133427,77.6614487,"Pizza Hut | K R Puram, Bengaluru","No 19/3, Plot No 6, K R Puram Banaswadi, Hobli, opposite BPCL Petrol Pump, Green Park Layout, Ramamurthy Nagar, Dhakle, Bengaluru, Karnataka 560043, India",13.0133427,77.6614487,OPERATIONAL,place_id
279,"Pizza Hut - Kamanhalli, Bangalore","No 12, CMR Road,2nd Block,Kalyan Nagar, Bengaluru, Karnataka, India",560043,560043,Yes,Bengaluru,Karnataka,086556 16075,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-kalyan-nagar-pizza-restaurant-kalyan-nagar-bengaluru-125218/Home,ChIJ0blbPm4XrjsRqkQ4dJURUjA,13.0217221,77.6401077,"Pizza Hut | Kamanhalli, Bangalore","2nd Block, 12, CMR Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043, India",13.0217221,77.6401077,OPERATIONAL,place_id
280,"Pizza Hut - Kanaka Nagar, Bengaluru","No 95/74/40/1, KHB Road, Adarsha Nagar, Kavalbyrasandra, Bengaluru, Karnataka, India",560032,560032,Yes,Bengaluru,Karnataka,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-kanakanagar-pizza-restaurant-kavalbyrasandra-bengaluru-300083/Home,ChIJUZ353TAXrjsRiSTfwsrSV3Q,13.031262,77.608462,"Pizza Hut | Kanaka Nagar, Bengaluru","95/74/40/1, KHB Colony Main Rd, Kaveri Nagar, Kaval Bairasandra, Bengaluru, Karnataka 560032, India",13.031262,77.608462,OPERATIONAL,place_id
281,"Pizza Hut - Kasaba Hobli, Bengaluru","K6, 132/1A, 132/1B, 133/2, 133/1 & 134/1, Nagvara, Thanisandra Main Rd, Kasaba Hobli, Bengaluru, Karnataka, India",560077,560077,Yes,Bengaluru,Karnataka,084315 38079,https://restaurants.pizzahut.co.in/pizza-hut-msr-regaliaa-elements-mall-pizza-restaurant-kasaba-hobli-bengaluru-305351/Home,ChIJzRzrmKEXrjsRNfVGumhImDE,13.0451342,77.6262207,"Pizza Hut | Kasaba Hobli, Bengaluru","K6, 132/1A, 132/1B, 133/2, 133/1 & 134/1 Nagvara, Thanisandra Main Rd, MS Ramaiah North City, Manayata Tech Park, Kasaba Hobli, Bengaluru, Karnataka 560077, India",13.0451342,77.62622069999999,OPERATIONAL,place_id
282,"Pizza Hut - Kengeri, Bangalore","BDA Site No 1106, Khatha No 476/1106/416, BBMP, Ward No 159, Kengeri Satellite Town, Bengaluru, Karnataka, India",560060,560060,Yes,Bengaluru,Karnataka,095820 88091,https://restaurants.pizzahut.co.in/pizza-hut-ph-kengeri-satellite-town-pizza-restaurant-kengeri-satellite-town-bengaluru-110314/Home,ChIJy7_Jm50_rjsRbLDgtnpltr4,12.9195483,77.4832631,"Pizza Hut | Kengeri, Bangalore","BDA Site No 1106, Khatha No 476/1106/416 BBMP, Ward No 159, Stage I, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",12.9195483,77.4832631,OPERATIONAL,place_id
283,"Pizza Hut - Konanakunte, Bengaluru","Ground Floor, Forum Mall Rd,Konanakunte, Bengaluru, Karnataka, India",560062,560062,Yes,Bengaluru,Karnataka,086556 16081,https://restaurants.pizzahut.co.in/pizza-hut-ph-falcon-forum-mall-pizza-restaurant-konanakunte-bengaluru-305350/Home,ChIJwSG-QGIVrjsRFkR-e9gH8Gs,12.8884803,77.5634175,"Pizza Hut | Konanakunte, Bengaluru","Ground Floor, Forum Mall Rd, Anjanadri Layout, Konanakunte, Bengaluru, Karnataka 560062, India",12.8884803,77.5634175,OPERATIONAL,place_id
284,"Pizza Hut - Koramangla, Bangalore","No 487, 80 Feet Road,6th Block,Koramangala, Opposite to BATA Shoes, Bengaluru, Karnataka, India",560095,560095,Yes,Bengaluru,Karnataka,086556 16055,https://restaurants.pizzahut.co.in/pizza-hut-koramangala-pizza-restaurant-koramangala-bengaluru-1160/Home,ChIJGR1d60YUrjsRtRqxM5tSTF8,12.9399604,77.6251694,"Pizza Hut | Koramangla, Bangalore","487, 80 Feet Rd, opposite to BATA Shoes, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9399604,77.62516939999999,OPERATIONAL,place_id
285,Pizza Hut - Kumarswamy,,560078,560111,No,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-kumarswamy-in-karnataka-bengaluru-kumaraswamy-layout-2nd-stage-18615/Home,ChIJ-eSzzi0_rjsRksRX9Hjsi4I,12.906918,77.559745,Pizza Hut | Kumarswamy,"1813, 50 Feet Main Rd, Kumaraswamy Layout 2nd Stage, Kumaraswamy Layout, Bengaluru, Karnataka 560111, India",12.906918,77.55974499999999,OPERATIONAL,place_id
286,"Pizza Hut - Lotus Mall Magadi Road, Bangalore","No 6/1A3, Kishan Enterprises, Srigandhada Kaval, Sunkadakatte, Hoysala Nagar, Bengaluru, Karnataka, India",560091,560091,Yes,Bengaluru,Karnataka,086556 16079,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-magadi-road-pizza-restaurant-sunkadakatte-bengaluru-137198/Home,ChIJG4--ZB09rjsR0Fodj27RnNk,12.9892726,77.5004254,"Pizza Hut | Lotus Mall Magadi Road, Bangalore","No 6/1A3, Kishan Enterprises, Srigandhada Kaval, Hoysala Nagar, Sunkadakatte, Bengaluru, Karnataka 560091, India",12.9892726,77.5004254,OPERATIONAL,place_id
287,"Pizza Hut - Lulu Mall, Bangalore","Lulu India Shopping Mall, Gopalapura, Binnipete, Bengaluru, Karnataka, India",560036,560072,No,Bengaluru,Karnataka,086556 16070,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-lulu-mall-pizza-restaurant-binnipete-bengaluru-129370/Home,ChIJafRSQwsXrjsReHlTbN-bKgo,12.9712537,77.51065,"Pizza Hut | Lulu Mall, Bangalore","Lulu India Shopping Mall, 11th Block, 10 Block, Gopalapura, Binnipete, Bengaluru, Karnataka 560072, India",12.9712537,77.51065,OPERATIONAL,place_id
288,Pizza Hut - M5 Mall,"FS 06, Level 4, Veersandra Indl Area, Electronic City, Near Mahindra 5ivepillars LLP, Bengaluru, Karnataka, India",560100,560100,Yes,Bengaluru,Karnataka,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-electronic-city-bengaluru-in-karnataka-bengaluru-near-mahindra-5ivepillars-llp-48310/Home,ChIJB5g_ZsNtrjsRwZ3Gzhz9EGg,12.8421901,77.6770939,Pizza Hut | M5 Mall,"Level 4, FS 06, Veerasandra Main Rd, near Mahindra 5ivepillars LLP, BTM Phase 1, Indl Area, Electronic City, Hebbagodi, Karnataka 560100, India",12.8421901,77.6770939,OPERATIONAL,place_id
289,"Pizza Hut - Madiwala, Bengaluru","No 18, Old No 1, 1st A, Main Road, Maruti Nagar, Madiwala, Bengaluru, Karnataka, India",560068,560068,Yes,Bengaluru,Karnataka,086554 72409,https://restaurants.pizzahut.co.in/pizza-hut-maruthi-nagar-ph-pizzerias-madiwala-bengaluru-292598/Home,ChIJjTDR1oEVrjsRJ6E80xNe-So,12.9260291,77.6154152,"Pizza Hut | Madiwala, Bengaluru","No 18, Old No 1, 1st A Main Road, Maruti Nagar, Madiwala New Extension, Madiwala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",12.9260291,77.6154152,OPERATIONAL,place_id
290,Pizza Hut - Mantri Junction Bangalore,,560078,560078,Yes,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-ksrtc-layout-bangalore-in-karnataka-bangalore-j-p-nagar-91091/Home,ChIJbZMLel8VrjsRmOXSaEiHN70,12.9164879,77.592442,Pizza Hut | Mantri Junction Bangalore,"Ground Floor, Pantaloons Onloop, Mantri Junction, 45th Cross, opposite Jaya Nagar, Phase 2, Jayanagara 9th Block, J. P. Nagar, Bengaluru, Karnataka 560078, India",12.9164879,77.59244199999999,OPERATIONAL,place_id
291,"Pizza Hut - Menu Square, JP Nagar",,560076,560076,Yes,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-in-karnataka-bengaluru-bannerughatta-27629/Home,ChIJfZpQcaIVrjsRjBf-ExQOb4c,12.9051782,77.6020604,"Pizza Hut | Menu Square, JP Nagar","Menu Square, 174/1, Bannerghatta Rd, Dollar Layout, Phase 4, Bannerughatta, Bengaluru, Karnataka 560076, India",12.9051782,77.6020604,OPERATIONAL,place_id
292,Pizza Hut - Nagarbhavi,,560072,560072,Yes,Bengaluru,Karnataka,,https://restaurants.pizzahut.co.in/pizza-hut-nagarbhavi-in-karnataka-bengaluru-papareddy-palya-44779/Home,ChIJcwhrq4s9rjsR-nLZbooELfA,12.972311,77.508131,Pizza Hut | Nagarbhavi,"Ground Floor, 733, 80 Feet Ring Rd, Papareddy Palya, Marilingappa Extension, Nagarbhavi, Bengaluru, Karnataka 560072, India",12.972311,77.50813099999999,OPERATIONAL,place_id
293,"Pizza Hut - Nagarbhavi, Bangalore","No 21, Ara Viji Trade Square, Main Rd, Jnana Bharathi, Nagarbhavi Circle, Bengaluru, Karnataka, India",560072,560072,Yes,Bengaluru,Karnataka,089768 84934,https://restaurants.pizzahut.co.in/pizza-hut-nagarbhavi-circle-pizza-restaurant-nagarbhavi-circle-bengaluru-36117/Home,ChIJZ74FQ0w_rjsREkAreJrRPcI,12.958256,77.5189202,"Pizza Hut | Nagarbhavi, Bangalore","No 21, Ara Viji Trade Square Main Rd, Nagarbhavi Circle, Vidyagiri Layout, Jyothi Nagar, Stage 2, Gnana Bharathi, Bengaluru, Karnataka 560072, India",12.958256,77.5189202,OPERATIONAL,place_id
294,"Pizza Hut - Nandidurga Road, Bengaluru","No 30, Nandidurga Road, Bengaluru, Karnataka, India",560046,560046,Yes,Bengaluru,Karnataka,081231 17769,https://restaurants.pizzahut.co.in/pizza-hut-nandidurga-road-bengaluru-in-karnataka-bengaluru-nandidurga-road-31212/Home,ChIJffFynGUXrjsRqmAIIE_Wr84,13.002411,77.598241,"Pizza Hut | Nandidurga Road, Bengaluru","30, Nandi Durga Rd, J.C.Nagar, Bengaluru, Karnataka 560046, India",13.002411,77.598241,OPERATIONAL,place_id
295,"Pizza Hut - Nature Walk, Sarjapura","24 & 25, 124, Gr & 1st Flr, Natura Walk, No 43/2, Yamare, Sarjapur, Hobli, Anekal, Bengaluru, Karnataka, India",562125,562125,Yes,Bengaluru,Karnataka,085060 92527,https://restaurants.pizzahut.co.in/pizza-hut-ph-natura-walk-sarjapur-pizzerias-anekal-bengaluru-243334/Home,ChIJNQDgNBVzrjsRuGArSKh_Y08,12.8750679,77.7661221,"Pizza Hut | Nature Walk, Sarjapura","24 & 25, 124, Gr & 1st Flr, Natura Walk 43/2, Yamare, Sarjapur, Hobli, Anekal, Yamare, Karnataka 562125, India",12.8750679,77.76612209999999,OPERATIONAL,place_id
296,"Pizza Hut - Orion Uptown Mall, Bangalore","No 50, UG 03, LGF, Orion Mall, Bangalore East, Huskur, Bidarahalli Hobli, Bengaluru, Karnataka, India",560049,560049,Yes,Bengaluru,Karnataka,086556 16068,https://restaurants.pizzahut.co.in/pizza-hut-orion-mall-pizzerias-bidarahalli-hobli-bengaluru-185921/Home,ChIJZV4fcbsPrjsRxauyjOHnaqk,13.055825,77.763894,"Pizza Hut | Orion Uptown Mall, Bangalore","No 50, UG 03, LGF, Orion Mall Bangalore East, Huskur, Bidarahalli, Hobli, Sannatammanahalli, Huskur, Karnataka 560049, India",13.055825,77.76389400000001,OPERATIONAL,place_id
297,"Pizza Hut - Panathur, Bangalore","No 11, Muni Reddy Layout, Sanjeev Sadhan, Mariyappa Layout, Kadubesanahali, Panathur, Near Munireddy Layout, Bengaluru, Karnataka, India",560103,560103,Yes,Bengaluru,Karnataka,097110 26763,https://restaurants.pizzahut.co.in/pizza-hut-panathur-bangalore-pizzerias-panathur-bengaluru-286633/Home,ChIJIZ7RydETrjsRgT1YRzNLS_o,12.9382297,77.6989617,"Pizza Hut | Panathur, Bangalore","No 11, Sanjeev Sadhan, near Munireddy Layout, Munireddy Layout, Mariyappa Layout, Kadubesanahali, Panathur, Bengaluru, Karnataka 560103, India",12.9382297,77.6989617,OPERATIONAL,place_id
298,"Pizza Hut - RT Nagar, Bangalore","No 18, HMT Layout, 80 Feet Road,WN 20,RT Nagar, Bengaluru, Karnataka, India",560032,560032,Yes,Bengaluru,Karnataka,086556 16057,https://restaurants.pizzahut.co.in/pizza-hut-rt-nagar-pizza-restaurant-rt-nagar-bengaluru-6145/Home,ChIJBUflv6gXrjsRgtAYFyLtOJE,13.027306,77.5934182,"Pizza Hut | RT Nagar, Bangalore","No. 18, 80 Feet Rd, V . V Nagar, HMT Layout, WN 20, RT Nagar, Bengaluru, Karnataka 560032, India",13.027306,77.5934182,OPERATIONAL,place_id
299,"Pizza Hut - Rajaji Nagar, Bangalore","Shop No 97, JP Icon,1st Main, Dr Rajakumar Road, 2 Block, Rajajinagar, Bengaluru, Karnataka, India",560021,560010,No,Bengaluru,Karnataka,089290 34383,https://restaurants.pizzahut.co.in/pizza-hut-ph-rajaji-nagar-bangalore-pizza-restaurant-rajajinagar-bengaluru-299196/Home,ChIJ-1Wh0bA9rjsRlyKaCDlhxbg,12.9956923,77.554761,"Pizza Hut | Rajaji Nagar, Bangalore","Shop No 97, JP Icon,1st Main, Aragini Bhavan, Dr Rajkumar Rd, Mariappanapalya, Rajajinagar, Bengaluru, Karnataka 560010, India",12.9956923,77.55476100000001,OPERATIONAL,place_id
300,"Pizza Hut - Ramamurthy Nagar, Bangalore","No 129, Raghavendra Circle, Ramamurthy Nagar Extn, Beside Sri Chaitanya School, Bengaluru, Karnataka, India",560016,560016,Yes,Bengaluru,Karnataka,084472 01935,https://restaurants.pizzahut.co.in/pizza-hut-ph-ramamurthy-nagar-pizza-restaurant-ramamurthy-nagar-extn-bengaluru-128810/Home,ChIJjfS6dzARrjsRB75c2By3ic8,13.0192329,77.6730632,"Pizza Hut | Ramamurthy Nagar, Bangalore","129, Raghavendra Circle, beside Sri Chaitanya School, M Vishveshvaraiah Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, India",13.0192329,77.6730632,OPERATIONAL,place_id
301,"Pizza Hut - Rockline Mall, Jalahalli","No 8, Rockline Mall, Jalahalli Cross, Chokkasandra, T. Dasarahalli, Bengaluru, Karnataka, India",560053,560057,No,Bengaluru,Karnataka,076691 68449,https://restaurants.pizzahut.co.in/pizza-hut-t-dasarahalli-pizza-restaurant-t-dasarahalli-bengaluru-98973/Home,ChIJfzHkyS09rjsRDupb63fgMdg,13.040583,77.5182387,"Pizza Hut | Rockline Mall, Jalahalli","No 8, Rock Line Mall, Jalahalli Cross Rd, Chokkasandra, T. Dasarahalli, Bengaluru, Karnataka 560057, India",13.040583,77.5182387,OPERATIONAL,place_id
302,"Pizza Hut - Sahakara Nagar, Bangalore","SN 6 & 7, Sahakarnagar Main Road, Sahakar Nagar, Bengaluru, Karnataka, India",560092,560092,Yes,Bengaluru,Karnataka,076690 68634,https://restaurants.pizzahut.co.in/pizza-hut-sahakar-nagar-pizza-restaurant-sahakar-nagar-bengaluru-1211/Home,ChIJh6LFBiQYrjsRRZRaTIJgQ18,13.0636426,77.5908103,"Pizza Hut | Sahakara Nagar, Bangalore","SN 6 & 7, Sahakarnagar Main Rd, Park View Layout, Bengaluru, Karnataka 560092, India",13.0636426,77.5908103,OPERATIONAL,place_id
303,"Pizza Hut - Seegehalli Main Road, Bangalore","Apple City, Chaitanya Ananya, Krishnarajapura, SH 35, Seegehalli, Bengaluru, Karnataka, India",560067,560115,No,Bengaluru,Karnataka,076691 68446,https://restaurants.pizzahut.co.in/pizza-hut-ph-apple-city-seegehalli-pizzerias-seegehalli-bengaluru-247992/Home,ChIJVapbnuUPrjsRnWXDu3xPR-8,13.0086454,77.7586708,"Pizza Hut | Seegehalli Main Road, Bangalore","Apple City, SH 35, Chaitanya Ananya, Seegehalli, Krishnarajapuram, Bengaluru, Shigehalli, Karnataka 560115, India",13.0086454,77.75867079999999,OPERATIONAL,place_id
304,"Pizza Hut - Shanti Nagar, Bangalore","No 4/1, & 3 Shangnessy Road, Langford Town, Shanthi Nagar, Bengaluru, Karnataka, India",560025,560025,Yes,Bengaluru,Karnataka,086556 16061,https://restaurants.pizzahut.co.in/pizza-hut-shanti-nagar-bangalore-karnataka-bengaluru-shanthi-nagar-50364/Home,ChIJz2-qLdcVrjsRm9nn-JCd-9k,12.9624628,77.5990515,"Pizza Hut | Shanti Nagar, Bangalore","No 4 1, & 3, O Shaughnessy Rd, Langford Town, Shanti Nagar, Bengaluru, Karnataka 560025, India",12.9624628,77.5990515,OPERATIONAL,place_id
305,"Pizza Hut - Singasandra, Bangalore","No 26, Sri Lakshmi Venkateshwara Towers, Kuvempu badavane, Parappana Agrahara, Bengaluru, Karnataka, India",560100,560100,Yes,Bengaluru,Karnataka,089290 31350,https://restaurants.pizzahut.co.in/pizza-hut-ph-singasandara-bangalore-pizza-restaurant-parappana-agrahara-bengaluru-305346/Home,ChIJC5M6eKQTrjsRuqnAnjR8t24,12.879956,77.655003,"Pizza Hut | Singasandra, Bangalore","No 26, Sri Lakshmi Venkateshwara Towers, Kuvempu badavane, Parappana Agrahara, Bengaluru, Karnataka 560100, India",12.879956,77.655003,OPERATIONAL,place_id
