S.No,Store Name,Address,Pincode,Google Pincode,Pincode Match,City,State,Phone,Store Page URL,Place ID,Lat,Long,Google Name,Google Address,Google Lat,Google Long,Business Status,Lookup
1,"Pizza Hut - Arundelpet, Guntur","Sali Pet, Arundelpet, Guntur, Andhra Pradesh, India",522002,522002,Yes,Guntur,Andhra Pradesh,086556 89176,https://restaurants.pizzahut.co.in/pizza-hut-arundalapet-pizzerias-arundelpet-guntur-267589/Home,ChIJSXnduWd1SjoRcbChOtr-238,16.304721,80.444475,"Pizza Hut | Arundelpet, Guntur","Sali Pet, Arundelpet, Guntur, Andhra Pradesh 522002, India",16.304721,80.444475,OPERATIONAL,place_id
2,"Pizza Hut - Phoenix Mall, Guntur","Ground Floor, Phonix Mall, Srinivasarao Pet, Beside Cine Prime, Guntur, Andhra Pradesh, India",522003,522004,No,Guntur,Andhra Pradesh,098993 06036,https://restaurants.pizzahut.co.in/pizza-hut-ph-phonix-mall-guntur-pizzerias-srinivasarao-pet-guntur-294182/Home,ChIJGfdGIoZ1SjoRVlN4zeI_JG8,16.2917209,80.436801,"Pizza Hut | Phoenix Mall, Guntur","Ground Floor, Phonix Mall, beside Cine Prime, Srinivasarao Pet, Guntur, Andhra Pradesh 522004, India",16.2917209,80.436801,OPERATIONAL,place_id
3,"Pizza Hut - SRMT Mall, Kakinada","No 4/21, 82 East, SRMT Mall & Multiplex, Pithapuram Kakinada Road, Ramanayyapeta, Near Lalitha Nagar, Kakinada, Andhra Pradesh, India",533005,533005,Yes,Kakinada,Andhra Pradesh,098991 90331,https://restaurants.pizzahut.co.in/pizza-hut-ramanayyapeta-pizza-delivery-ramanayyapeta-kakinada-81399/Home,ChIJ0VJr9h8pODoRxb2u63KBsYQ,16.9979867,82.2435489,"Pizza Hut | SRMT Mall, Kakinada","82° EAST SRMT Mall & Multiplex, Pithapuram - Kakinada Rd, Ramanayapeta, Ramanayyapeta, Andhra Pradesh 533005, India",16.9979867,82.2435489,OPERATIONAL,place_id
4,"Pizza Hut - Eluru Road, Vijaywada","Machavaram, Eluru Rd, Chuttugunta, Opposite BSNL Bhavan, Krishna, Andhra Pradesh, India",520004,520004,Yes,Krishna,Andhra Pradesh,089290 34930,https://restaurants.pizzahut.co.in/pizza-hut-ph-eluru-road-vijayawada-pizzerias-chuttugunta-krishna-197660/Home,ChIJF2GqMIXlNToRkv1F11Dm53g,16.5172804,80.6438398,"Pizza Hut | Eluru Road, Vijaywada","GJ8V+WHQ, Eluru Rd, opposite BSNL Bhavan, Chuttugunta, Sitharamapuram, Machavaram, Vijayawada, Andhra Pradesh 520004, India",16.5172804,80.6438398,OPERATIONAL,place_id
5,"Pizza Hut - TGV City Square Mall, Kurnool","D No 40/37M, Sy 177 & 192, 4A, TGV Mall, River View Colony, Bhagya Nagar, Kurnool, Andhra Pradesh, India",518004,518004,Yes,Kurnool,Andhra Pradesh,089296 47617,https://restaurants.pizzahut.co.in/pizza-hut-ph-tgv-city-square-mall-kurnool-pizza-restaurant-bhagya-nagar-kurnool-110474/Home,ChIJ1RRPPMPntTsR1W9gTz0PDbo,15.826952,78.035242,"Pizza Hut | TGV City Square Mall, Kurnool","D No 40/37M, Sy 177 & 192, 4A, TGV Mall, Bhagya Nagar, River View Colony, Kurnool, Andhra Pradesh 518004, India",15.826952,78.035242,OPERATIONAL,place_id
6,"Pizza Hut - MGB Felicity Mall, Nellore","No 15 & 23, Gr Flr, MGB Felicity Mall, No FO/4 & FO/5, WN 24, GT Rd, Ambedkar Ngr, Dargamitta, Nellore, Andhra Pradesh, India",524003,524003,Yes,Nellore,Andhra Pradesh,095820 34054,https://restaurants.pizzahut.co.in/pizza-hut-ambedkar-ngr-pizza-restaurant-ambedkar-ngr-nellore-105240/Home,ChIJHZ-cLwzzTDoR9WRPRslkJEQ,14.4322992,79.9670702,"Pizza Hut | MGB Felicity Mall, Nellore","No 15 & 23, Gr Flr, MGB Felicity Mall No FO/4 & FO/5, WN 24, GT Rd, Ambedkar Ngr, Dargamitta, Nellore, Andhra Pradesh 524003, India",14.4322992,79.9670702,OPERATIONAL,place_id
7,"Pizza Hut - Minibypass, Nellore","Jitendra Towers, Minibypass, Ramamurthy Nagar, Nellore, Andhra Pradesh, India",524001,524002,No,Nellore,Andhra Pradesh,098734 08784,https://restaurants.pizzahut.co.in/pizza-hut-ph-mini-bypass-nellore-pizzerias-ramamurthy-nagar-nellore-252695/Home,ChIJhTTFhviNTDoRavVIxQhrzrI,14.4489232,79.9883407,"Pizza Hut | Minibypass, Nellore","Jitendra Towers, Mini Bypass Road, Srinivasa Agraharam, Ramamurthy Nagar, Nellore, Andhra Pradesh 524002, India",14.4489232,79.9883407,OPERATIONAL,place_id
8,"Pizza Hut - Ravi Priya Mall, Ongole","119/1A, SN FC1, Ravi Priya Mall, Gr Flr, Guntur Road, Prakasam, Prakasam, Andhra Pradesh, India",523262,523001,No,Prakasam,Andhra Pradesh,098992 40597,https://restaurants.pizzahut.co.in/pizza-hut-prakasam-pizza-delivery-prakasam-prakasam-36111/Home,ChIJ_bNG3DIBSzoRuu6gARC1vzA,15.5198422,80.0472141,"Pizza Hut | Ravi Priya Mall, Ongole","119/1A, SN FC1, Ravi Priya Mall, Gr Flr, Guntur Rd, Gopal Nagar, Ongole, Andhra Pradesh 523001, India",15.5198422,80.04721409999999,OPERATIONAL,place_id
9,"Pizza Hut - SS Mall, Proddatur","Ground Floor, SSS Mall, No 7/834, Korrapadu Road, YMR Colony, Proddatur, Andhra Pradesh, India",516360,516360,Yes,Proddatur,Andhra Pradesh,089296 47573,https://restaurants.pizzahut.co.in/pizza-hut-ph-ss-mall-prodattur-pizza-restaurant-korrapadu-road-proddatur-110315/Home,ChIJOU4gc0l5tDsR60qHaYvMEho,14.755683,78.5566205,"Pizza Hut | SS Mall, Proddatur","Ground Floor, SSS Mall, No 7/834, Korrapadu Rd, YMR Colony, Proddatur, Andhra Pradesh 516360, India",14.755683,78.5566205,OPERATIONAL,place_id
10,"Pizza Hut - Gandhi Puram, Rajahmundry","House No 78/9/11/2, Gandhi Puram 3, Behind Priyanka Gardens, Rajahmundry, Andhra Pradesh, India",533103,533103,Yes,Rajahmundry,Andhra Pradesh,086556 89175,https://restaurants.pizzahut.co.in/pizza-hut-gandhi-puram-3-pizza-restaurant-gandhi-puram-3-rajahmundry-105236/Home,ChIJn0WVIh2jNzoRY4o8qUrbYkU,17.005112,81.787878,"Pizza Hut | Gandhi Puram, Rajahmundry","House No 78, 9/11/2, behind Priyanka Gardens, Gandhi Puram 3, Gorakshanapeta, Rajamahendravaram, Andhra Pradesh 533103, India",17.005112,81.78787799999999,OPERATIONAL,place_id
11,"Pizza Hut - BypassRoad, Tirumala","D No 20/3/35B, Siva Jyoti Nagar, Tirupati, Andhra Pradesh, India",517501,517507,No,Tirupati,Andhra Pradesh,086556 16150,https://restaurants.pizzahut.co.in/pizza-hut-pizza-hut-tirupathi-pizza-restaurant-siva-jyoti-nagar-tirupati-171693/Home,ChIJfQl3DtdLTToRsPPMbksQJSM,13.645894,79.4274201,"Pizza Hut | BypassRoad, Tirumala","D No, 20/3/35B, Srinivasa Nagar, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517507, India",13.645894,79.42742009999999,OPERATIONAL,place_id
12,"Pizza Hut - STV Nagar, Tirupati","19/4/121/C, Ground Floor & 1st Floor, AIR Bypass Road, STV Nagar, Tirupati, Andhra Pradesh, India",517501,517501,Yes,Tirupati,Andhra Pradesh,089296 47608,https://restaurants.pizzahut.co.in/pizza-hut-ph-stv-nagar-tirupati-pizza-restaurant-stv-nagar-tirupati-110475/Home,ChIJkx7FfWJLTToRQu53Ivbq4OY,13.6225598,79.4242259,"Pizza Hut | STV Nagar, Tirupati","19/4/121/C, Ground Floor & 1st Floor, Air Bypass Rd, STV Nagar, Tirupati, Andhra Pradesh 517501, India",13.6225598,79.42422590000001,OPERATIONAL,place_id
13,"Pizza Hut - Bhavanipuram, Vijaywada","RS No 35/1, Ground Floor, Crombway Road, Near Indian Overseas Bank, Vijayawada, Andhra Pradesh, India",520012,520012,Yes,Vijayawada,Andhra Pradesh,086556 16125,https://restaurants.pizzahut.co.in/pizza-hut-bhavnipuram-pizzerias-crombway-road-vijayawada-197799/Home,ChIJOXNE-BXvNToRN7x3cD9v8aA,16.533637,80.597793,"Pizza Hut | Bhavanipuram, Vijaywada","RS No 35/1, Ground Floor, Crombway Rd, near Indian Overseas Bank, Milk Colony, Chittinagar, Bharathi Teertha Nagar, V D Puram, Vijayawada, Andhra Pradesh 520012, India",16.533637,80.597793,OPERATIONAL,place_id
14,"Pizza Hut - Guru Nanak Colony, Vijaywada","No 24, Gr Flr, Surya Prakash Square, Guru Nanak Colony, Guru Nanak Colony Road, Vijayawada, Andhra Pradesh, India",520002,520008,No,Vijayawada,Andhra Pradesh,089296 45605,https://restaurants.pizzahut.co.in/pizza-hut-ph-guru-nanak-colony-vijayawada-pizza-restaurant-guru-nanak-colony-road-vijayawada-109540/Home,ChIJV7Aw6Gj7NToR6LdIIBRD6f0,16.5048776,80.6620667,"Pizza Hut | Guru Nanak Colony, Vijaywada","No 24, Gr Flr, Surya Prakash Square, Guru Nanak Colony Road, Guru Nanak Colony, Vijayawada, Andhra Pradesh 520008, India",16.5048776,80.6620667,OPERATIONAL,place_id
15,"Pizza Hut - Kanuru, Vijayawada","Main Road, Machilipatnam Road, Kanuru, Vijayawada, Andhra Pradesh, India",520007,520007,Yes,Vijayawada,Andhra Pradesh,085060 99863,https://restaurants.pizzahut.co.in/pizza-hut-ph-kanuru-vijayawada-pizzerias-kanuru-vijayawada-200835/Home,ChIJlQ_bF2j7NToRDgDqAVg1jxU,16.4825133,80.6891454,"Pizza Hut | Kanuru, Vijayawada","Main Road, Vijayawada - Machilipatnam Rd, Kanuru, Andhra Pradesh 520007, India",16.4825133,80.6891454,OPERATIONAL,place_id
16,"Pizza Hut - MG Road, Vijaywada","Lower Ground Floor, MG Road, Acharya Ranga Nagar, Benz Circle, Vijayawada, Andhra Pradesh, India",520010,520010,Yes,Vijayawada,Andhra Pradesh,098995 67387,https://restaurants.pizzahut.co.in/pizza-hut-ph-mg-road-vijayawada-pizza-restaurant-acharya-ranga-nagar-vijayawada-136666/Home,ChIJeUYA_Mr7NToRVvov7BC-oj8,16.4990277,80.651811,"Pizza Hut | MG Road, Vijaywada","Lower Ground Floor, MG Rd, Opposite HDFC Bank, Acharya Ranga Nagar, Benz Circle, Vijayawada, Andhra Pradesh 520010, India",16.4990277,80.651811,OPERATIONAL,place_id
17,"Pizza Hut - PVP Mall, Vijayawada","39 & 1, SN 3F & 1 & 3, PVP Square Mall, Level 3, MG Road, Labbipet, Vijayawada, Andhra Pradesh, India",520010,520010,Yes,Vijayawada,Andhra Pradesh,086556 89177,https://restaurants.pizzahut.co.in/pizza-hut-labbipet-pizza-restaurant-labbipet-vijayawada-22445/Home,ChIJ0ZqH66_6NToRQPIp3npxdP4,16.5025591,80.6426114,"Pizza Hut | PVP Mall, Vijayawada","39 & 1, SN 3F & 1 & 3, PVP Square Mall Level, 3, MG Rd, Mogalrajapuram, Labbipet, Vijayawada, Andhra Pradesh 520010, India",16.5025591,80.64261139999999,OPERATIONAL,place_id
18,"Pizza Hut - CMR Cental, Vizag","4th Floor, CMR Central, Resapuvanipalem, Maddilapalam, Visakhapatnam, Andhra Pradesh, India",530013,530013,Yes,Visakhapatnam,Andhra Pradesh,,https://restaurants.pizzahut.co.in/pizza-hut-maddilapalam-pizza-restaurant-maddilapalam-visakhapatnam-1174/Home,ChIJj_goTrWQyzsR14Y0yR-YDBM,17.7336362,83.3180523,"Pizza Hut | CMR Cental, Vizag","4th Floor, CMR CENTRAL, Resapuvanipalem, Maddilapalem, Visakhapatnam, Andhra Pradesh 530013, India",17.7336362,83.31805229999999,OPERATIONAL,place_id
19,"Pizza Hut - CMR Mall, Vizag","CMR Mall, Exhibition Ground, GNT Road, Gajuwaka, Beside Mangalagiri Complex, Visakhapatnam, Andhra Pradesh, India",530013,530026,No,Visakhapatnam,Andhra Pradesh,070650 11991,https://restaurants.pizzahut.co.in/pizza-hut-ph-cmr-mall-gajuwaka-vizag-pizza-restaurant-gajuwaka-visakhapatnam-125849/Home,ChIJjayT40hpOToRnc_h2bRnFsc,17.6831582,83.200928,"Pizza Hut | CMR Mall, Vizag","CMR Mall, Exhibition Ground, GNT Rd, beside Mangalagiri Complex, Chaitanya Nagar, Gajuwaka, Andhra Pradesh 530026, India",17.6831582,83.20092799999999,OPERATIONAL,place_id
20,"Pizza Hut - Duvvada, Visakhapatnam","30/77/17, Kanitha Gandhi Statue, R H Col, Vuda Col, Duvada Station Rd, Kurmannapalem, Visakhapatnam, Andhra Pradesh, India",530046,530046,Yes,Visakhapatnam,Andhra Pradesh,085060 08594,https://restaurants.pizzahut.co.in/pizza-hut-ph-duvvada-visakhapatnam-pizzerias-kurmannapalem-visakhapatnam-235132/Home,ChIJlyly3klvOToRpvkYB4cKKM0,17.6968484,83.1628343,"Pizza Hut | Duvvada, Visakhapatnam","30/77/17, Kanitha Gandhi Statue, R H Col Vuda Col, Station Rd, Duvvada, Kurmannapalem, Gajuwaka, Andhra Pradesh 530046, India",17.6968484,83.1628343,OPERATIONAL,place_id
21,"Pizza Hut - Gopalapatnam, Vizag","D No 9/45/1, Simhachalam Rd, Gopalapatnam, Simhachalam, Near HP Petrol Station, Visakhapatnam, Andhra Pradesh, India",530027,530027,Yes,Visakhapatnam,Andhra Pradesh,084473 17337,https://restaurants.pizzahut.co.in/pizza-hut-ph-gopalapatnam-visakhapatnam-pizza-restaurant-simhachalam-visakhapatnam-129244/Home,ChIJKdwWrKpnOToRrvpqTMJfQ8k,17.7526026,83.2184755,"Pizza Hut | Gopalapatnam, Vizag","D, No 9/45, 1, Simhachalam Rd, near HP Petrol Station, Gopalapatnam, Simhachalam, Pullambotlapalem, Andhra Pradesh 530027, India",17.7526026,83.21847550000001,OPERATIONAL,place_id
22,"Pizza Hut - MVP Colony, Vizag","Door No 1/83/13, Plot No HIG 2/3, Peda Waltair, MVP Colony, Sector 3, Visakhapatnam, Andhra Pradesh, India",530017,530017,Yes,Visakhapatnam,Andhra Pradesh,0891 482 4515,https://restaurants.pizzahut.co.in/pizza-hut-ph-mvp-colony-pizza-restaurant-mvp-colony-sector-3-visakhapatnam-129212/Home,ChIJixRXha9DOToR78d9F7u0Vgs,17.742297,83.331074,"Pizza Hut | MVP Colony, Vizag","Door No 1/83/13, Plot No HIG 2/3 Peda Waltair, MVP Sector 3, Sector 4, Sector 3, MVP Colony, Visakhapatnam, Andhra Pradesh 530017, India",17.7422797,83.33107179999999,OPERATIONAL,place_id
23,Pizza Hut - Madhurwada Vizag,"No 3 & 4, Gr Flr, SVS Singana Plaza, Car Shed Junction, PM Palem, Visakhapatnam, Andhra Pradesh, India",530041,530041,Yes,Visakhapatnam,Andhra Pradesh,086556 16129,https://restaurants.pizzahut.co.in/pizza-hut-ph-madhurwada-pizza-restaurant-pm-palem-visakhapatnam-121525/Home,ChIJ4w86P0VbOToRM-_jhfj9dRs,17.802468,83.353499,Pizza Hut | Madhurwada Vizag,"No 3 & 4, Gr Flr, SVS Singana Plaza Car Shed, Junction, PM Palem Main Rd, Pothinamallayya Palem, Potinamallayyapalem, Andhra Pradesh 530041, India",17.802468,83.353499,OPERATIONAL,place_id
24,"Pizza Hut - Vizag, Vishakapatnam","Door No 471023/3, Isnar, 2nd Lane, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh, India",530016,530016,Yes,Visakhapatnam,Andhra Pradesh,086556 89151,https://restaurants.pizzahut.co.in/pizza-hut-dwarka-nagar-pizza-restaurant-dwarka-nagar-visakhapatnam-1146/Home,ChIJ56HYoTxDOToRfDTJoSCRDPM,17.7264211,83.3052778,"Pizza Hut | Vizag, Vishakapatnam","Door No 471023/3, Isnar, 2nd Ln, Sagar Nagar, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016, India",17.7264211,83.3052778,OPERATIONAL,place_id
25,"Pizza Hut - Natraj Colony, Vizianagaram","No 102 & 103, Teja Plaza, 100ft Ring Road, Dharmapuri, Vizianagaram, Andhra Pradesh, India",535002,535002,Yes,Vizianagaram,Andhra Pradesh,086556 16733,https://restaurants.pizzahut.co.in/pizza-hut-ph-vizianagaram-pizza-restaurant-dharmapuri-vizianagaram-123957/Home,ChIJU8TNpjLlOzoR5-BYdoFrQxw,18.102642,83.415964,"Pizza Hut | Natraj Colony, Vizianagaram","No 102 & 103, Teja Plaza, 100 Ft Ring Rd, MSN Colony, Dharmapuri, Andhra Pradesh 535002, India",18.102642,83.41596400000002,OPERATIONAL,place_id
26,"Pizza Hut - Zero Point, Itanagar","Zero Point Tinali, NH 52A, Cona County, Itanagar, Arunachal Pradesh, India",791113,791113,Yes,Itanagar,Arunachal Pradesh,089296 06755,https://restaurants.pizzahut.co.in/pizza-hut-ph-zero-points-tinali-itanagar-pizza-restaurant-cona-county-itanagar-172142/Home,ChIJfUdIH5wHRDcRO57DFH1hLVo,27.1013587,93.6287529,"Pizza Hut | Zero Point, Itanagar","ZERO POINT TINALI, NH-52A, Itanagar, 791113",27.1013587,93.6287529,OPERATIONAL,place_id
27,"Pizza Hut - Junction Mall, Dibrugarh","Shop No G2 & 5, Junction Mall, RKB Path, Dibrugarh, Assam, India",786001,786001,Yes,Dibrugarh,Assam,089290 37726,https://restaurants.pizzahut.co.in/pizza-hut-ph-junction-mall-dibrugarh-pizza-restaurant-rkb-path-dibrugarh-129399/Home,ChIJgYX_R16jQDcRjtirz-lxd2k,27.4796338,94.9051202,"Pizza Hut | Junction Mall, Dibrugarh","Shop No G2 & 5, Junction Mall, RKB Path, opposite SOHUM, Dibrugarh, Assam 786001, India",27.4796338,94.9051202,OPERATIONAL,place_id
28,"Pizza Hut - City Centre Mall, Kamrup","3rd Floor, City Center Mall, SN 5 to 7, GS Road, near International Hospital, Christian Basti, Ganeshguri, Assam, India",781005,781005,Yes,Ganeshguri,Assam,070650 11559,https://restaurants.pizzahut.co.in/pizza-hut-ganeshguri-pizza-restaurant-ganeshguri-kamrup-67061/Home,ChIJ0asTIulZWjcRUDEGHKlTlVo,26.1549781,91.7819557,"Pizza Hut | City Centre Mall, Kamrup","3rd floor, City Center Mall, SN 5 to 7, GS Rd, near International Hospital, Christian Basti, Ganeshguri, Guwahati, Assam 781005, India",26.1549781,91.7819557,OPERATIONAL,place_id
29,"Pizza Hut - Beltola Hatigaon, Guwahati","Dag No 401 & 1443, Hatigaon, Near Hotel Barak Residency, Guwahati, Assam, India",781005,781006,No,Guwahati,Assam,098991 89206,https://restaurants.pizzahut.co.in/pizza-hut-hatigaon-pizza-restaurant-hatigaon-guwahati-31904/Home,ChIJMQphmKBZWjcRQi27L6PMAx0,26.1417666,91.7865041,"Pizza Hut | Beltola Hatigaon, Guwahati","Dag No 401 & 1443, near Hotel Barak Residency, Mula Gabharu Path, Hatigaon, Guwahati, Assam 781006, India",26.1417666,91.7865041,OPERATIONAL,place_id
30,"Pizza Hut - GS Road, Guwahati","1st Flr, Dona Planet, SN 1&2, GS Road, Guwahati, Assam, India",781005,781005,Yes,Guwahati,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-gs-road-pizza-restaurant-gs-road-guwahati-12539/Home,ChIJuVhAbXJZWjcRltHALMxh9yw,26.1613827,91.7697446,"Pizza Hut | GS Road, Guwahati","1st Flr, Dona Planet, SN 1&2, GS Rd, Bhangagarh, Guwahati, Assam 781005, India",26.1613827,91.7697446,OPERATIONAL,place_id
31,"Pizza Hut - NCS Square Mall Adabari, Guwahati","Unit No 2, Food Court, NCS Square Mall, Assam Trunk Road, Adabari, Guwahati, Assam, India",781014,781014,Yes,Guwahati,Assam,098996 05847,https://restaurants.pizzahut.co.in/pizza-hut-ph-ncs-square-mall-adabari-pizza-restaurant-adabari-guwahati-130358/Home,ChIJ87QjKOdbWjcRRBrT8SjsAOU,26.1580432,91.680066,"Pizza Hut | NCS Square Mall Adabari, Guwahati","Unit No 2, NCS Square Mall, Food Court, Assam Trunk Rd, Adabari, Guwahati, Assam 781014, India",26.1580432,91.680066,OPERATIONAL,place_id
32,"Pizza Hut - Rehabari, Guwahati","House No 70, 1st Flr, Narayan Height, AK Azad Road, Rehabari, Guwahati, Assam, India",781008,781008,Yes,Guwahati,Assam,093667 15528,https://restaurants.pizzahut.co.in/pizza-hut-ph-rehabari-guwahati-pizza-restaurant-rehabari-guwahati-297820/Home,ChIJFxDuKkFbWjcRTVLVVY0sg5c,26.1722774,91.7486586,"Pizza Hut | Rehabari, Guwahati","House No 70, 1st Flr, Narayan Height, AK Azad Rd, Rehabari, Guwahati, Assam 781008, India",26.1722774,91.7486586,OPERATIONAL,place_id
33,"Pizza Hut - Roodraksh Mall, Guwahati","3rd Floor, Food Court, Roodraksh Mall, GS Road, Bhangagarh,, GS Road,Bhangagarh, Guwahati, Assam, India",781003,781005,No,Guwahati,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-ph-roodraksh-mall-guwahati-pizza-restaurant-bhangagarh-guwahati-304308/Home,ChIJj7A8bQpZWjcRXran89KuxFE,26.1661323,91.7679589,"Pizza Hut | Roodraksh Mall, Guwahati","3rd Floor, Food Court, Roodraksh Mall, GS Rd, Bhangagarh, Guwahati, Assam 781005, India",26.1661323,91.7679589,OPERATIONAL,place_id
34,"Pizza Hut - Lal Ganesh, Guwahati","Lal Ganesh, Lokhra Road, Ganapati Nagar, Opposite Rolling Mill, Kamrup, Assam, India",781032,781018,No,Kamrup,Assam,089290 38226,https://restaurants.pizzahut.co.in/pizza-hut-ph-lal-ganesh-guwahati-pizza-restaurant-ganapati-nagar-kamrup-127529/Home,ChIJ0yE-4-VbWjcRSgJUcEPOiKY,26.144267,91.741502,"Pizza Hut | Lal Ganesh, Guwahati","Lal Ganesh, Lokhra Rd, opposite Rolling Mill, Ganapati Nagar, Lal Ganesh, Guwahati, Assam 781018, India",26.144267,91.741502,OPERATIONAL,place_id
35,Pizza Hut - Sonapur Highway,"NH 37, Sonpur, Rajpur Sonarpur, Kamarkuchi, Kamrup, Assam, India",782402,782402,Yes,Kamrup,Assam,1800 202 2022,https://restaurants.pizzahut.co.in/pizza-hut-kamarkuchi-kamrup-in-assam-kamrup-kamarkuchi-42684/Home,ChIJ0xGv0yPzWjcRgneGFfLgUAA,26.1209444,91.9182778,Pizza Hut | Sonapur Highway,"NH 37, Sonpur, Rajpur Sonarpur, Kamarkuchi, Tepesia, Assam 782402, India",26.1209444,91.9182778,OPERATIONAL,place_id
36,"Pizza Hut - JD Raod, Kokrajhar","Ward No 4, H No 159, Ground Floor, J D Road, Kokrajhar, Assam, India",783370,783370,Yes,Kokrajhar,Assam,089290 31693,https://restaurants.pizzahut.co.in/pizza-hut-ph-jd-road-kokrajhar-pizza-restaurant-j-d-road-kokrajhar-313293/Home,ChIJq-3RKwBhWDcRp7l3U4ORHOI,26.4134816,90.2756574,"Pizza Hut | JD Raod, Kokrajhar","Ward No 4, H No 159, Ground Floor, Jwhwlao Dwimalu Rd, Kokrajhar, Assam 783370, India",26.4134816,90.2756574,OPERATIONAL,place_id
37,"Pizza Hut - Itachali, Nagaon","Dag No 437 & 941, Ground & 1st Floor, PP No 642, Kisam Town, AT Road, Norton, Nagaon, Assam, India",782003,782001,No,Nagaon,Assam,089290 34286,https://restaurants.pizzahut.co.in/pizza-hut-ph-itachali-nagaon-pizzerias-norton-nagaon-294179/Home,ChIJm1e73E4nRTcRVFtXjYZL8jk,26.3552096,92.6925002,"Pizza Hut | Itachali, Nagaon","Dag No 437 & 941, Ground & 1st Floor, Kisam Town, PP No 642, AT Road, Norton, Nagaon, Assam 782001, India",26.3552096,92.6925002,OPERATIONAL,place_id
38,"Pizza Hut - Goldighi Mall, Silchar","T39, 3rd Floor, Goldighi Mall, Central Road, Janiganj Bazar, Kanakpur, Silchar, Assam, India",788001,788001,Yes,Silchar,Assam,070650 11170,https://restaurants.pizzahut.co.in/pizza-hut-kanakpur-pizza-restaurant-kanakpur-silchar-1335/Home,ChIJMXNuuV1KTjcRAFnHehTpTbc,24.822893,92.7995394,"Pizza Hut | Goldighi Mall, Silchar","3rd Floor, Goldighi Mall, T39, Central Rd, Janiganj Bazar, Kanakpur, Silchar, Assam 788001, India",24.822893,92.7995394,OPERATIONAL,place_id
39,"Pizza Hut - KRC Plaza, Tezpur","KRC Plaza, Tezpur Main Rd,Kacharigaon,Mahabhairab, Sonitpur, Assam, India",784001,784001,Yes,Sonitpur,Assam,084473 18368,https://restaurants.pizzahut.co.in/pizza-hut-ph-krc-plaza-tezpur-pizzerias-mahabhairab-sonitpur-127862/Home,ChIJEzmmTADpRDcRgffp4P0bMP0,26.6259335,92.7898745,"Pizza Hut | KRC Plaza, Tezpur","KRC Plaza, Tezpur Main Rd, Kacharigaon, Mahabhairab, Tezpur, Assam 784001, India",26.6259335,92.7898745,OPERATIONAL,place_id
40,"Pizza Hut - Devipukhri Road, Tinsukia","S No G167, Ground Floor, Prithvi Tower, Devi Pokhari Road, Opposite MB's Sweet & Snacks, Tinsukia, Assam, India",786125,786125,Yes,Tinsukia,Assam,084470 84217,https://restaurants.pizzahut.co.in/pizza-hut-ph-tinsukhia-assam-pizza-restaurant-devi-pokhari-road-tinsukia-132999/Home,ChIJXSXD7DVrPzcR_whV_PEQzHA,27.4919779,95.3601185,"Pizza Hut | Devipukhri Road, Tinsukia","S No G167, Ground Floor, Prithvi Tower, Devi Pokhari Road, opposite MB's Sweet & Snacks, Tinsukia, Assam 786125, India",27.4919779,95.3601185,OPERATIONAL,place_id
41,"Pizza Hut - Tikamajhi, Bhagalpur","Rajbir Tower, RBSS Road, Tilkamanjhi Chowk, Bhagalpur, Bihar, India",812001,812001,Yes,Bhagalpur,Bihar,099992 95027,https://restaurants.pizzahut.co.in/pizza-hut-bhagalpur-pizza-restaurant-bhagalpur-bhagalpur-1304/Home,ChIJE0cnsx028DkRnt6Zzaat78E,25.2562566,86.9957139,"Pizza Hut | Tikamajhi, Bhagalpur","Rajbir Tower, RBSS Rd, Katahalbari, Tilkamanjhi Chowk, Bhagalpur, Bihar 812001, India",25.2562566,86.9957139,OPERATIONAL,place_id
42,"Pizza Hut - Icon Plaza Mall, Muzaffarpur","Icon Plaza Mall, Shop No GF-17, Nh-28, near Ideal Petrol Pump, Shrirampuri, Bhagwanpur, Muzaffarpur, Bihar, India",842001,842001,Yes,"Bhagwanpur, Muzaffarpur",Bihar,078350 47255,https://restaurants.pizzahut.co.in/pizza-hut-icon-plaza-mall-muzaffarpur-in-bihar-muzaffarpur-bhagwanpur-58849/Home,ChIJmWZyL8MR7TkRckS3DbtUymg,26.1167582,85.3599179,"Pizza Hut | Icon Plaza Mall, Muzaffarpur","Icon Plaza Mall, Shop No GF-17, Nh-28, near Ideal Petrol Pump, Shrirampuri, Bhagwanpur, Muzaffarpur, Bihar 842001, India",26.1167582,85.3599179,OPERATIONAL,place_id
43,"Pizza Hut - Patel Nagar, Bhaisasur",,803101,803101,Yes,Bihar Sharif,Bihar,,https://restaurants.pizzahut.co.in/pizza-hut-patel-nagar-bhaisasur-in-bihar-bihar-sharif-bhaisasur-42698/Home,ChIJox9oWADz8jkRw6NLoEwJAZY,25.2016,85.517536,"Pizza Hut | Patel Nagar, Bhaisasur","Holding no 87, Ward no 25, GF & FF, Ranchi Rd, Patel Nagar, Bhaisasur, Bihar Sharif, Bihar 803101, India",25.2016,85.51753599999999,OPERATIONAL,place_id
